audio_path,labels,split,split_group,review_status,start_seconds,end_seconds,source_dataset,source_recording_id,source_url,license,commercial_compatible,reviewer
..\raw\inaturalist\other_frog\inat_384883736_2087230.m4a,other_frog,train,inaturalist_observation_384883736,source_curated,,,inaturalist,inat_384883736_2087230,https://www.inaturalist.org/observations/384883736,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_387193321_2098198.m4a,other_frog,train,inaturalist_observation_387193321,source_curated,,,inaturalist,inat_387193321_2098198,https://www.inaturalist.org/observations/387193321,CC-BY-NC,false,
..\raw\inaturalist\other_insect\inat_356776422_1914276.m4a,other_insect,train,inaturalist_observation_356776422,source_curated,,,inaturalist,inat_356776422_1914276,https://www.inaturalist.org/observations/356776422,CC0,true,
..\raw\inaturalist\other_insect\inat_359823009_1937708.m4a,other_insect,train,inaturalist_observation_359823009,source_curated,,,inaturalist,inat_359823009_1937708,https://www.inaturalist.org/observations/359823009,CC-BY-NC,false,
..\raw\inaturalist\other_insect\inat_364298640_1972550.m4a,other_insect,train,inaturalist_observation_364298640,source_curated,,,inaturalist,inat_364298640_1972550,https://www.inaturalist.org/observations/364298640,CC-BY-NC,false,
..\raw\inaturalist\other_insect\inat_366295727_1987217.m4a,other_insect,train,inaturalist_observation_366295727,source_curated,,,inaturalist,inat_366295727_1987217,https://www.inaturalist.org/observations/366295727,CC-BY-NC,false,
..\raw\inaturalist\other_insect\inat_370587276_2020550.m4a,other_insect,validation,inaturalist_observation_370587276,source_curated,,,inaturalist,inat_370587276_2020550,https://www.inaturalist.org/observations/370587276,CC-BY-NC,false,
..\raw\inaturalist\other_insect\inat_371543738_2021118.m4a,other_insect,train,inaturalist_observation_371543738,source_curated,,,inaturalist,inat_371543738_2021118,https://www.inaturalist.org/observations/371543738,CC-BY-NC,false,
..\raw\inaturalist\other_insect\inat_373074671_2029754.mpga,other_insect,test,inaturalist_observation_373074671,source_curated,,,inaturalist,inat_373074671_2029754,https://www.inaturalist.org/observations/373074671,CC-BY-NC,false,
..\raw\inaturalist\other_insect\inat_374305921_2036864.mp3,other_insect,train,inaturalist_observation_374305921,source_curated,,,inaturalist,inat_374305921_2036864,https://www.inaturalist.org/observations/374305921,CC-BY-NC,false,
..\raw\inaturalist\other_insect\inat_374306413_2036867.mp3,other_insect,train,inaturalist_observation_374306413,source_curated,,,inaturalist,inat_374306413_2036867,https://www.inaturalist.org/observations/374306413,CC-BY-NC,false,
..\raw\inaturalist\other_insect\inat_374306413_2036868.mp3,other_insect,train,inaturalist_observation_374306413,source_curated,,,inaturalist,inat_374306413_2036868,https://www.inaturalist.org/observations/374306413,CC-BY-NC,false,
..\raw\inaturalist\other_insect\inat_374306413_2036869.mp3,other_insect,train,inaturalist_observation_374306413,source_curated,,,inaturalist,inat_374306413_2036869,https://www.inaturalist.org/observations/374306413,CC-BY-NC,false,
..\raw\inaturalist\other_insect\inat_387152113_2097986.m4a,other_insect,train,inaturalist_observation_387152113,source_curated,,,inaturalist,inat_387152113_2097986,https://www.inaturalist.org/observations/387152113,CC-BY-NC,false,
..\raw\inaturalist\pelophylax_nigromaculatus\inat_293799187_1547275.m4a,pelophylax_nigromaculatus,train,inaturalist_observation_293799187,source_curated,,,inaturalist,inat_293799187_1547275,https://www.inaturalist.org/observations/293799187,CC-BY-NC,false,
..\raw\inaturalist\pelophylax_nigromaculatus\inat_294050715_1548520.m4a,pelophylax_nigromaculatus,validation,inaturalist_observation_294050715,source_curated,,,inaturalist,inat_294050715_1548520,https://www.inaturalist.org/observations/294050715,CC-BY-NC,false,
..\raw\inaturalist\pelophylax_nigromaculatus\inat_294053605_1548546.m4a,pelophylax_nigromaculatus,train,inaturalist_observation_294053605,source_curated,,,inaturalist,inat_294053605_1548546,https://www.inaturalist.org/observations/294053605,CC-BY-NC,false,
..\raw\inaturalist\pelophylax_nigromaculatus\inat_294053989_1548554.m4a,pelophylax_nigromaculatus,train,inaturalist_observation_294053989,source_curated,,,inaturalist,inat_294053989_1548554,https://www.inaturalist.org/observations/294053989,CC-BY-NC,false,
..\raw\inaturalist\pelophylax_nigromaculatus\inat_294057220_1548579.m4a,pelophylax_nigromaculatus,train,inaturalist_observation_294057220,source_curated,,,inaturalist,inat_294057220_1548579,https://www.inaturalist.org/observations/294057220,CC-BY-NC,false,
..\raw\inaturalist\pelophylax_nigromaculatus\inat_294060476_1548598.m4a,pelophylax_nigromaculatus,train,inaturalist_observation_294060476,source_curated,,,inaturalist,inat_294060476_1548598,https://www.inaturalist.org/observations/294060476,CC-BY-NC,false,
..\raw\inaturalist\pelophylax_nigromaculatus\inat_294069048_1548644.m4a,pelophylax_nigromaculatus,train,inaturalist_observation_294069048,source_curated,,,inaturalist,inat_294069048_1548644,https://www.inaturalist.org/observations/294069048,CC-BY-NC,false,
..\raw\inaturalist\pelophylax_nigromaculatus\inat_294081652_1548711.m4a,pelophylax_nigromaculatus,train,inaturalist_observation_294081652,source_curated,,,inaturalist,inat_294081652_1548711,https://www.inaturalist.org/observations/294081652,CC-BY-NC,false,
..\raw\inaturalist\pelophylax_nigromaculatus\inat_348907269_1852169.wav,pelophylax_nigromaculatus,train,inaturalist_observation_348907269,source_curated,,,inaturalist,inat_348907269_1852169,https://www.inaturalist.org/observations/348907269,CC-BY-NC,false,
..\raw\inaturalist\pelophylax_nigromaculatus\inat_361816763_1952904.m4a,pelophylax_nigromaculatus,train,inaturalist_observation_361816763,source_curated,,,inaturalist,inat_361816763_1952904,https://www.inaturalist.org/observations/361816763,CC-BY-NC,false,
..\raw\inaturalist\pelophylax_nigromaculatus\inat_366293035_1987199.m4a,pelophylax_nigromaculatus,test,inaturalist_observation_366293035,source_curated,,,inaturalist,inat_366293035_1987199,https://www.inaturalist.org/observations/366293035,CC-BY-NC,false,
..\raw\inaturalist\pelophylax_nigromaculatus\inat_374578731_2038685.m4a,pelophylax_nigromaculatus,test,inaturalist_observation_374578731,source_curated,,,inaturalist,inat_374578731_2038685,https://www.inaturalist.org/observations/374578731,CC-BY-NC,false,
..\raw\inaturalist\streeyola_mongolica\inat_310165088_1619787.m4a,streeyola_mongolica,train,inaturalist_observation_310165088,source_curated,,,inaturalist,inat_310165088_1619787,https://www.inaturalist.org/observations/310165088,CC-BY-NC,false,
..\raw\inaturalist\streeyola_mongolica\inat_371545156_2021146.m4a,streeyola_mongolica,test,inaturalist_observation_371545156,source_curated,,,inaturalist,inat_371545156_2021146,https://www.inaturalist.org/observations/371545156,CC-BY-NC,false,
..\raw\inaturalist\streeyola_mongolica\inat_373449727_2032033.wav,streeyola_mongolica,test,inaturalist_observation_373449727,source_curated,,,inaturalist,inat_373449727_2032033,https://www.inaturalist.org/observations/373449727,CC-BY-NC,false,
..\raw\inaturalist\streeyola_mongolica\inat_373518696_2032455.m4a,streeyola_mongolica,validation,inaturalist_observation_373518696,source_curated,,,inaturalist,inat_373518696_2032455,https://www.inaturalist.org/observations/373518696,CC-BY-NC,false,
..\raw\inaturalist\streeyola_mongolica\inat_376549696_2055733.wav,streeyola_mongolica,test,inaturalist_observation_376549696,source_curated,,,inaturalist,inat_376549696_2055733,https://www.inaturalist.org/observations/376549696,CC-BY-NC,false,
..\raw\inaturalist\streeyola_mongolica\inat_376549696_2055734.wav,streeyola_mongolica,test,inaturalist_observation_376549696,source_curated,,,inaturalist,inat_376549696_2055734,https://www.inaturalist.org/observations/376549696,CC-BY-NC,false,
..\raw\inaturalist\streeyola_mongolica\inat_378283108_2057370.mp3,streeyola_mongolica,train,inaturalist_observation_378283108,source_curated,,,inaturalist,inat_378283108_2057370,https://www.inaturalist.org/observations/378283108,CC-BY-NC,false,
..\raw\inaturalist\streeyola_mongolica\inat_382833767_2078279.m4a,streeyola_mongolica,train,inaturalist_observation_382833767,source_curated,,,inaturalist,inat_382833767_2078279,https://www.inaturalist.org/observations/382833767,CC-BY-NC,false,
..\raw\inaturalist\streeyola_mongolica\inat_382956714_2078800.m4a,streeyola_mongolica,train,inaturalist_observation_382956714,source_curated,,,inaturalist,inat_382956714_2078800,https://www.inaturalist.org/observations/382956714,CC-BY-NC,false,
..\raw\inaturalist\streeyola_mongolica\inat_384538432_2085611.m4a,streeyola_mongolica,test,inaturalist_observation_384538432,source_curated,,,inaturalist,inat_384538432_2085611,https://www.inaturalist.org/observations/384538432,CC-BY-NC,false,
..\raw\inaturalist\streeyola_mongolica\inat_384813970_2086847.m4a,streeyola_mongolica,test,inaturalist_observation_384813970,source_curated,,,inaturalist,inat_384813970_2086847,https://www.inaturalist.org/observations/384813970,CC-BY-NC,false,
..\raw\inaturalist\streeyola_mongolica\inat_385925730_2092124.m4a,streeyola_mongolica,train,inaturalist_observation_385925730,source_curated,,,inaturalist,inat_385925730_2092124,https://www.inaturalist.org/observations/385925730,CC-BY-NC,false,
..\raw\inaturalist\teleogryllus_emma\inat_135125357_536156.m4a,teleogryllus_emma,train,inaturalist_observation_135125357,source_curated,,,inaturalist,inat_135125357_536156,https://www.inaturalist.org/observations/135125357,CC-BY-NC,false,
..\raw\inaturalist\teleogryllus_emma\inat_178532883_793185.wav,teleogryllus_emma,train,inaturalist_observation_178532883,source_curated,,,inaturalist,inat_178532883_793185,https://www.inaturalist.org/observations/178532883,CC-BY-NC,false,
..\raw\inaturalist\teleogryllus_emma\inat_238578047_1188245.m4a,teleogryllus_emma,train,inaturalist_observation_238578047,source_curated,,,inaturalist,inat_238578047_1188245,https://www.inaturalist.org/observations/238578047,CC-BY-NC,false,
..\raw\inaturalist\teleogryllus_emma\inat_238606579_1188421.m4a,teleogryllus_emma,train,inaturalist_observation_238606579,source_curated,,,inaturalist,inat_238606579_1188421,https://www.inaturalist.org/observations/238606579,CC-BY-NC,false,
..\raw\inaturalist\teleogryllus_emma\inat_243287419_1208037.m4a,teleogryllus_emma,validation,inaturalist_observation_243287419,source_curated,,,inaturalist,inat_243287419_1208037,https://www.inaturalist.org/observations/243287419,CC-BY-NC,false,
..\raw\inaturalist\teleogryllus_emma\inat_245021737_1219190.m4a,teleogryllus_emma,train,inaturalist_observation_245021737,source_curated,,,inaturalist,inat_245021737_1219190,https://www.inaturalist.org/observations/245021737,CC-BY-NC,false,
..\raw\inaturalist\teleogryllus_emma\inat_246484122_1225524.m4a,teleogryllus_emma,train,inaturalist_observation_246484122,source_curated,,,inaturalist,inat_246484122_1225524,https://www.inaturalist.org/observations/246484122,CC-BY-NC,false,
..\raw\inaturalist\teleogryllus_emma\inat_247570119_1230546.m4a,teleogryllus_emma,train,inaturalist_observation_247570119,source_curated,,,inaturalist,inat_247570119_1230546,https://www.inaturalist.org/observations/247570119,CC-BY-NC,false,
..\raw\inaturalist\teleogryllus_emma\inat_298405977_1570659.mp3,teleogryllus_emma,train,inaturalist_observation_298405977,source_curated,,,inaturalist,inat_298405977_1570659,https://www.inaturalist.org/observations/298405977,CC-BY-NC,false,
..\raw\inaturalist\teleogryllus_emma\inat_305760891_1601857.mp3,teleogryllus_emma,test,inaturalist_observation_305760891,source_curated,,,inaturalist,inat_305760891_1601857,https://www.inaturalist.org/observations/305760891,CC-BY-NC,false,
..\raw\inaturalist\teleogryllus_emma\inat_305994748_1603032.m4a,teleogryllus_emma,train,inaturalist_observation_305994748,source_curated,,,inaturalist,inat_305994748_1603032,https://www.inaturalist.org/observations/305994748,CC-BY-NC,false,
