candidate_id,source,source_id,taxon_id,name_zh,scientific_name,category_id,period,captured_at,local_path,relative_path,start_seconds,end_seconds,reference_similarity,license_code,attribution,locality,split_group,valid_intervals,review_status,reviewer,reviewed_label,review_notes
cryptotympana_atrata_challenge_6f22075368d3dea8eb87_00051000,shengshengbuxi_2026_wild,cryptotympana_atrata_challenge_6f22075368d3dea8eb87_00051000,cryptotympana_atrata,黑蚱蝉,Cryptotympana atrata,insect,2026B 0326-0401,2026-03-31T23:45:04,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260331_234504.wav,2026B 0326-0401/AAA001_20260331_234504.wav,51.0,54.0,0.673371,ORGANIZER_PROVIDED,生声不息AI挑战赛项目组,杭州固定监测位点,challenge_6f22075368d3dea8eb87,51.000-54.000,pending,,,reference retrieval; not a species detection until reviewed
cryptotympana_atrata_challenge_6f22075368d3dea8eb87_00012000,shengshengbuxi_2026_wild,cryptotympana_atrata_challenge_6f22075368d3dea8eb87_00012000,cryptotympana_atrata,黑蚱蝉,Cryptotympana atrata,insect,2026B 0326-0401,2026-03-31T23:45:04,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260331_234504.wav,2026B 0326-0401/AAA001_20260331_234504.wav,12.0,15.0,0.65937,ORGANIZER_PROVIDED,生声不息AI挑战赛项目组,杭州固定监测位点,challenge_6f22075368d3dea8eb87,12.000-15.000,pending,,,reference retrieval; not a species detection until reviewed
cryptotympana_atrata_challenge_6f22075368d3dea8eb87_00003000,shengshengbuxi_2026_wild,cryptotympana_atrata_challenge_6f22075368d3dea8eb87_00003000,cryptotympana_atrata,黑蚱蝉,Cryptotympana atrata,insect,2026B 0326-0401,2026-03-31T23:45:04,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260331_234504.wav,2026B 0326-0401/AAA001_20260331_234504.wav,3.0,6.0,0.652596,ORGANIZER_PROVIDED,生声不息AI挑战赛项目组,杭州固定监测位点,challenge_6f22075368d3dea8eb87,3.000-6.000,pending,,,reference retrieval; not a species detection until reviewed
cryptotympana_atrata_challenge_e993c012532830b45afd_00054000,shengshengbuxi_2026_wild,cryptotympana_atrata_challenge_e993c012532830b45afd_00054000,cryptotympana_atrata,黑蚱蝉,Cryptotympana atrata,insect,2026B 0326-0401,2026-03-28T23:30:03,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260328_233003.wav,2026B 0326-0401/AAA001_20260328_233003.wav,54.0,57.0,0.647731,ORGANIZER_PROVIDED,生声不息AI挑战赛项目组,杭州固定监测位点,challenge_e993c012532830b45afd,54.000-57.000,pending,,,reference retrieval; not a species detection until reviewed
cryptotympana_atrata_challenge_6f22075368d3dea8eb87_00018000,shengshengbuxi_2026_wild,cryptotympana_atrata_challenge_6f22075368d3dea8eb87_00018000,cryptotympana_atrata,黑蚱蝉,Cryptotympana atrata,insect,2026B 0326-0401,2026-03-31T23:45:04,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260331_234504.wav,2026B 0326-0401/AAA001_20260331_234504.wav,18.0,21.0,0.647326,ORGANIZER_PROVIDED,生声不息AI挑战赛项目组,杭州固定监测位点,challenge_6f22075368d3dea8eb87,18.000-21.000,pending,,,reference retrieval; not a species detection until reviewed
cryptotympana_atrata_challenge_e993c012532830b45afd_00018000,shengshengbuxi_2026_wild,cryptotympana_atrata_challenge_e993c012532830b45afd_00018000,cryptotympana_atrata,黑蚱蝉,Cryptotympana atrata,insect,2026B 0326-0401,2026-03-28T23:30:03,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260328_233003.wav,2026B 0326-0401/AAA001_20260328_233003.wav,18.0,21.0,0.647146,ORGANIZER_PROVIDED,生声不息AI挑战赛项目组,杭州固定监测位点,challenge_e993c012532830b45afd,18.000-21.000,pending,,,reference retrieval; not a species detection until reviewed
cryptotympana_atrata_challenge_6f22075368d3dea8eb87_00027000,shengshengbuxi_2026_wild,cryptotympana_atrata_challenge_6f22075368d3dea8eb87_00027000,cryptotympana_atrata,黑蚱蝉,Cryptotympana atrata,insect,2026B 0326-0401,2026-03-31T23:45:04,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260331_234504.wav,2026B 0326-0401/AAA001_20260331_234504.wav,27.0,30.0,0.643939,ORGANIZER_PROVIDED,生声不息AI挑战赛项目组,杭州固定监测位点,challenge_6f22075368d3dea8eb87,27.000-30.000,pending,,,reference retrieval; not a species detection until reviewed
cryptotympana_atrata_challenge_e993c012532830b45afd_00045000,shengshengbuxi_2026_wild,cryptotympana_atrata_challenge_e993c012532830b45afd_00045000,cryptotympana_atrata,黑蚱蝉,Cryptotympana atrata,insect,2026B 0326-0401,2026-03-28T23:30:03,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260328_233003.wav,2026B 0326-0401/AAA001_20260328_233003.wav,45.0,48.0,0.64341,ORGANIZER_PROVIDED,生声不息AI挑战赛项目组,杭州固定监测位点,challenge_e993c012532830b45afd,45.000-48.000,pending,,,reference retrieval; not a species detection until reviewed
cryptotympana_atrata_challenge_ec1267fe3b044c3a05fd_00045000,shengshengbuxi_2026_wild,cryptotympana_atrata_challenge_ec1267fe3b044c3a05fd_00045000,cryptotympana_atrata,黑蚱蝉,Cryptotympana atrata,insect,2026B 0326-0401,2026-03-27T23:40:01,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260327_234001.wav,2026B 0326-0401/AAA001_20260327_234001.wav,45.0,48.0,0.642855,ORGANIZER_PROVIDED,生声不息AI挑战赛项目组,杭州固定监测位点,challenge_ec1267fe3b044c3a05fd,45.000-48.000,pending,,,reference retrieval; not a species detection until reviewed
cryptotympana_atrata_challenge_e993c012532830b45afd_00003000,shengshengbuxi_2026_wild,cryptotympana_atrata_challenge_e993c012532830b45afd_00003000,cryptotympana_atrata,黑蚱蝉,Cryptotympana atrata,insect,2026B 0326-0401,2026-03-28T23:30:03,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260328_233003.wav,2026B 0326-0401/AAA001_20260328_233003.wav,3.0,6.0,0.640844,ORGANIZER_PROVIDED,生声不息AI挑战赛项目组,杭州固定监测位点,challenge_e993c012532830b45afd,3.000-6.000,pending,,,reference retrieval; not a species detection until reviewed
cryptotympana_atrata_challenge_beffeed25e5766ead751_00048000,shengshengbuxi_2026_wild,cryptotympana_atrata_challenge_beffeed25e5766ead751_00048000,cryptotympana_atrata,黑蚱蝉,Cryptotympana atrata,insect,2026C 0507-0513,2026-05-07T23:55:05,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026C 0507-0513\AAA001_20260507_235505.wav,2026C 0507-0513/AAA001_20260507_235505.wav,48.0,51.0,0.707305,ORGANIZER_PROVIDED,生声不息AI挑战赛项目组,杭州固定监测位点,challenge_beffeed25e5766ead751,48.000-51.000,pending,,,reference retrieval; not a species detection until reviewed
cryptotympana_atrata_challenge_beffeed25e5766ead751_00030000,shengshengbuxi_2026_wild,cryptotympana_atrata_challenge_beffeed25e5766ead751_00030000,cryptotympana_atrata,黑蚱蝉,Cryptotympana atrata,insect,2026C 0507-0513,2026-05-07T23:55:05,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026C 0507-0513\AAA001_20260507_235505.wav,2026C 0507-0513/AAA001_20260507_235505.wav,30.0,33.0,0.70116,ORGANIZER_PROVIDED,生声不息AI挑战赛项目组,杭州固定监测位点,challenge_beffeed25e5766ead751,30.000-33.000,pending,,,reference retrieval; not a species detection until reviewed
cryptotympana_atrata_challenge_beffeed25e5766ead751_00042000,shengshengbuxi_2026_wild,cryptotympana_atrata_challenge_beffeed25e5766ead751_00042000,cryptotympana_atrata,黑蚱蝉,Cryptotympana atrata,insect,2026C 0507-0513,2026-05-07T23:55:05,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026C 0507-0513\AAA001_20260507_235505.wav,2026C 0507-0513/AAA001_20260507_235505.wav,42.0,45.0,0.694016,ORGANIZER_PROVIDED,生声不息AI挑战赛项目组,杭州固定监测位点,challenge_beffeed25e5766ead751,42.000-45.000,pending,,,reference retrieval; not a species detection until reviewed
cryptotympana_atrata_challenge_beffeed25e5766ead751_00045000,shengshengbuxi_2026_wild,cryptotympana_atrata_challenge_beffeed25e5766ead751_00045000,cryptotympana_atrata,黑蚱蝉,Cryptotympana atrata,insect,2026C 0507-0513,2026-05-07T23:55:05,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026C 0507-0513\AAA001_20260507_235505.wav,2026C 0507-0513/AAA001_20260507_235505.wav,45.0,48.0,0.686159,ORGANIZER_PROVIDED,生声不息AI挑战赛项目组,杭州固定监测位点,challenge_beffeed25e5766ead751,45.000-48.000,pending,,,reference retrieval; not a species detection until reviewed
cryptotympana_atrata_challenge_beffeed25e5766ead751_00024000,shengshengbuxi_2026_wild,cryptotympana_atrata_challenge_beffeed25e5766ead751_00024000,cryptotympana_atrata,黑蚱蝉,Cryptotympana atrata,insect,2026C 0507-0513,2026-05-07T23:55:05,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026C 0507-0513\AAA001_20260507_235505.wav,2026C 0507-0513/AAA001_20260507_235505.wav,24.0,27.0,0.677246,ORGANIZER_PROVIDED,生声不息AI挑战赛项目组,杭州固定监测位点,challenge_beffeed25e5766ead751,24.000-27.000,pending,,,reference retrieval; not a species detection until reviewed
cryptotympana_atrata_challenge_42679d52797810b2d926_00021000,shengshengbuxi_2026_wild,cryptotympana_atrata_challenge_42679d52797810b2d926_00021000,cryptotympana_atrata,黑蚱蝉,Cryptotympana atrata,insect,2026C 0507-0513,2026-05-13T12:00:05,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026C 0507-0513\AAA001_20260513_120005.wav,2026C 0507-0513/AAA001_20260513_120005.wav,21.0,24.0,0.637961,ORGANIZER_PROVIDED,生声不息AI挑战赛项目组,杭州固定监测位点,challenge_42679d52797810b2d926,21.000-24.000,pending,,,reference retrieval; not a species detection until reviewed
cryptotympana_atrata_challenge_095b2e911d240986586c_00000000,shengshengbuxi_2026_wild,cryptotympana_atrata_challenge_095b2e911d240986586c_00000000,cryptotympana_atrata,黑蚱蝉,Cryptotympana atrata,insect,2026C 0507-0513,2026-05-08T17:30:05,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026C 0507-0513\AAA001_20260508_173005.wav,2026C 0507-0513/AAA001_20260508_173005.wav,0.0,3.0,0.632246,ORGANIZER_PROVIDED,生声不息AI挑战赛项目组,杭州固定监测位点,challenge_095b2e911d240986586c,0.000-3.000,pending,,,reference retrieval; not a species detection until reviewed
cryptotympana_atrata_challenge_6342a5a4606e88c70358_00018000,shengshengbuxi_2026_wild,cryptotympana_atrata_challenge_6342a5a4606e88c70358_00018000,cryptotympana_atrata,黑蚱蝉,Cryptotympana atrata,insect,2026C 0507-0513,2026-05-09T11:40:04,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026C 0507-0513\AAA001_20260509_114004.wav,2026C 0507-0513/AAA001_20260509_114004.wav,18.0,21.0,0.628795,ORGANIZER_PROVIDED,生声不息AI挑战赛项目组,杭州固定监测位点,challenge_6342a5a4606e88c70358,18.000-21.000,pending,,,reference retrieval; not a species detection until reviewed
cryptotympana_atrata_challenge_6940db049e53379bc5c6_00000000,shengshengbuxi_2026_wild,cryptotympana_atrata_challenge_6940db049e53379bc5c6_00000000,cryptotympana_atrata,黑蚱蝉,Cryptotympana atrata,insect,2026C 0507-0513,2026-05-11T12:00:06,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026C 0507-0513\AAA001_20260511_120006.wav,2026C 0507-0513/AAA001_20260511_120006.wav,0.0,3.0,0.617643,ORGANIZER_PROVIDED,生声不息AI挑战赛项目组,杭州固定监测位点,challenge_6940db049e53379bc5c6,0.000-3.000,pending,,,reference retrieval; not a species detection until reviewed
cryptotympana_atrata_challenge_218aad6adea2abddb9ac_00054000,shengshengbuxi_2026_wild,cryptotympana_atrata_challenge_218aad6adea2abddb9ac_00054000,cryptotympana_atrata,黑蚱蝉,Cryptotympana atrata,insect,2026C 0507-0513,2026-05-12T11:50:04,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026C 0507-0513\AAA001_20260512_115004.wav,2026C 0507-0513/AAA001_20260512_115004.wav,54.0,57.0,0.617368,ORGANIZER_PROVIDED,生声不息AI挑战赛项目组,杭州固定监测位点,challenge_218aad6adea2abddb9ac,54.000-57.000,pending,,,reference retrieval; not a species detection until reviewed
cryptotympana_atrata_challenge_ad2230991f5c9b3295da_00036000,shengshengbuxi_2026_wild,cryptotympana_atrata_challenge_ad2230991f5c9b3295da_00036000,cryptotympana_atrata,黑蚱蝉,Cryptotympana atrata,insect,2026D 0614-0608,2026-06-09T00:00:04,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026D 0614-0608\AAA001_20260609_000004.wav,2026D 0614-0608/AAA001_20260609_000004.wav,36.0,39.0,0.659721,ORGANIZER_PROVIDED,生声不息AI挑战赛项目组,杭州固定监测位点,challenge_ad2230991f5c9b3295da,36.000-39.000,pending,,,reference retrieval; not a species detection until reviewed
cryptotympana_atrata_challenge_d64eb215de1a4c534025_00018000,shengshengbuxi_2026_wild,cryptotympana_atrata_challenge_d64eb215de1a4c534025_00018000,cryptotympana_atrata,黑蚱蝉,Cryptotympana atrata,insect,2026D 0614-0608,2026-06-13T15:30:05,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026D 0614-0608\AAA001_20260613_153005.wav,2026D 0614-0608/AAA001_20260613_153005.wav,18.0,21.0,0.647412,ORGANIZER_PROVIDED,生声不息AI挑战赛项目组,杭州固定监测位点,challenge_d64eb215de1a4c534025,18.000-21.000,pending,,,reference retrieval; not a species detection until reviewed
cryptotympana_atrata_challenge_823fe99897fbf6a888ed_00009000,shengshengbuxi_2026_wild,cryptotympana_atrata_challenge_823fe99897fbf6a888ed_00009000,cryptotympana_atrata,黑蚱蝉,Cryptotympana atrata,insect,2026D 0614-0608,2026-06-10T16:40:04,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026D 0614-0608\AAA001_20260610_164004.wav,2026D 0614-0608/AAA001_20260610_164004.wav,9.0,12.0,0.640339,ORGANIZER_PROVIDED,生声不息AI挑战赛项目组,杭州固定监测位点,challenge_823fe99897fbf6a888ed,9.000-12.000,pending,,,reference retrieval; not a species detection until reviewed
cryptotympana_atrata_challenge_d64eb215de1a4c534025_00039000,shengshengbuxi_2026_wild,cryptotympana_atrata_challenge_d64eb215de1a4c534025_00039000,cryptotympana_atrata,黑蚱蝉,Cryptotympana atrata,insect,2026D 0614-0608,2026-06-13T15:30:05,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026D 0614-0608\AAA001_20260613_153005.wav,2026D 0614-0608/AAA001_20260613_153005.wav,39.0,42.0,0.639915,ORGANIZER_PROVIDED,生声不息AI挑战赛项目组,杭州固定监测位点,challenge_d64eb215de1a4c534025,39.000-42.000,pending,,,reference retrieval; not a species detection until reviewed
cryptotympana_atrata_challenge_d64eb215de1a4c534025_00054000,shengshengbuxi_2026_wild,cryptotympana_atrata_challenge_d64eb215de1a4c534025_00054000,cryptotympana_atrata,黑蚱蝉,Cryptotympana atrata,insect,2026D 0614-0608,2026-06-13T15:30:05,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026D 0614-0608\AAA001_20260613_153005.wav,2026D 0614-0608/AAA001_20260613_153005.wav,54.0,57.0,0.639725,ORGANIZER_PROVIDED,生声不息AI挑战赛项目组,杭州固定监测位点,challenge_d64eb215de1a4c534025,54.000-57.000,pending,,,reference retrieval; not a species detection until reviewed
cryptotympana_atrata_challenge_823fe99897fbf6a888ed_00033000,shengshengbuxi_2026_wild,cryptotympana_atrata_challenge_823fe99897fbf6a888ed_00033000,cryptotympana_atrata,黑蚱蝉,Cryptotympana atrata,insect,2026D 0614-0608,2026-06-10T16:40:04,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026D 0614-0608\AAA001_20260610_164004.wav,2026D 0614-0608/AAA001_20260610_164004.wav,33.0,36.0,0.637293,ORGANIZER_PROVIDED,生声不息AI挑战赛项目组,杭州固定监测位点,challenge_823fe99897fbf6a888ed,33.000-36.000,pending,,,reference retrieval; not a species detection until reviewed
cryptotympana_atrata_challenge_823fe99897fbf6a888ed_00024000,shengshengbuxi_2026_wild,cryptotympana_atrata_challenge_823fe99897fbf6a888ed_00024000,cryptotympana_atrata,黑蚱蝉,Cryptotympana atrata,insect,2026D 0614-0608,2026-06-10T16:40:04,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026D 0614-0608\AAA001_20260610_164004.wav,2026D 0614-0608/AAA001_20260610_164004.wav,24.0,27.0,0.631144,ORGANIZER_PROVIDED,生声不息AI挑战赛项目组,杭州固定监测位点,challenge_823fe99897fbf6a888ed,24.000-27.000,pending,,,reference retrieval; not a species detection until reviewed
cryptotympana_atrata_challenge_823fe99897fbf6a888ed_00021000,shengshengbuxi_2026_wild,cryptotympana_atrata_challenge_823fe99897fbf6a888ed_00021000,cryptotympana_atrata,黑蚱蝉,Cryptotympana atrata,insect,2026D 0614-0608,2026-06-10T16:40:04,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026D 0614-0608\AAA001_20260610_164004.wav,2026D 0614-0608/AAA001_20260610_164004.wav,21.0,24.0,0.627118,ORGANIZER_PROVIDED,生声不息AI挑战赛项目组,杭州固定监测位点,challenge_823fe99897fbf6a888ed,21.000-24.000,pending,,,reference retrieval; not a species detection until reviewed
cryptotympana_atrata_challenge_76def37228d71cdf8d91_00000000,shengshengbuxi_2026_wild,cryptotympana_atrata_challenge_76def37228d71cdf8d91_00000000,cryptotympana_atrata,黑蚱蝉,Cryptotympana atrata,insect,2026D 0614-0608,2026-06-12T16:10:06,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026D 0614-0608\AAA001_20260612_161006.wav,2026D 0614-0608/AAA001_20260612_161006.wav,0.0,3.0,0.626859,ORGANIZER_PROVIDED,生声不息AI挑战赛项目组,杭州固定监测位点,challenge_76def37228d71cdf8d91,0.000-3.000,pending,,,reference retrieval; not a species detection until reviewed
cryptotympana_atrata_challenge_ad2230991f5c9b3295da_00024000,shengshengbuxi_2026_wild,cryptotympana_atrata_challenge_ad2230991f5c9b3295da_00024000,cryptotympana_atrata,黑蚱蝉,Cryptotympana atrata,insect,2026D 0614-0608,2026-06-09T00:00:04,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026D 0614-0608\AAA001_20260609_000004.wav,2026D 0614-0608/AAA001_20260609_000004.wav,24.0,27.0,0.625473,ORGANIZER_PROVIDED,生声不息AI挑战赛项目组,杭州固定监测位点,challenge_ad2230991f5c9b3295da,24.000-27.000,pending,,,reference retrieval; not a species detection until reviewed
fejervarya_multistriata_challenge_e2c54d6d6afdf51a4e2b_00033000,shengshengbuxi_2026_wild,fejervarya_multistriata_challenge_e2c54d6d6afdf51a4e2b_00033000,fejervarya_multistriata,泽陆蛙,Fejervarya multistriata,frog,2026A 0116-0122,2026-01-19T17:50:01,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026A 0116-0122\AAA001_20260119_175001.wav,2026A 0116-0122/AAA001_20260119_175001.wav,33.0,36.0,0.647979,ORGANIZER_PROVIDED,生声不息AI挑战赛项目组,杭州固定监测位点,challenge_e2c54d6d6afdf51a4e2b,33.000-36.000,pending,,,reference retrieval; not a species detection until reviewed
