confidence,end_seconds,label,label_type,local_path,segment_id,source_group,split,start_seconds
0.928234,114.0,白头鹎,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC1106815 - 白头鹎 - Pycnonotus sinensis.mp3,pos_357be415e7d5_00111000,357be415e7d56677a30c62d4f1916a6707224831464e5b0b8510f07d8817ef9f,train,111.0
0.925373,102.0,白头鹎,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC1106815 - 白头鹎 - Pycnonotus sinensis.mp3,pos_357be415e7d5_00099000,357be415e7d56677a30c62d4f1916a6707224831464e5b0b8510f07d8817ef9f,train,99.0
0.912872,108.0,白头鹎,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC1106815 - 白头鹎 - Pycnonotus sinensis.mp3,pos_357be415e7d5_00105000,357be415e7d56677a30c62d4f1916a6707224831464e5b0b8510f07d8817ef9f,train,105.0
0.909223,156.0,白头鹎,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC1106815 - 白头鹎 - Pycnonotus sinensis.mp3,pos_357be415e7d5_00153000,357be415e7d56677a30c62d4f1916a6707224831464e5b0b8510f07d8817ef9f,train,153.0
0.888995,180.0,白头鹎,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC1106815 - 白头鹎 - Pycnonotus sinensis.mp3,pos_357be415e7d5_00177000,357be415e7d56677a30c62d4f1916a6707224831464e5b0b8510f07d8817ef9f,train,177.0
0.887253,96.0,白头鹎,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC1106815 - 白头鹎 - Pycnonotus sinensis.mp3,pos_357be415e7d5_00093000,357be415e7d56677a30c62d4f1916a6707224831464e5b0b8510f07d8817ef9f,train,93.0
0.865884,75.0,白头鹎,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC1106815 - 白头鹎 - Pycnonotus sinensis.mp3,pos_357be415e7d5_00072000,357be415e7d56677a30c62d4f1916a6707224831464e5b0b8510f07d8817ef9f,train,72.0
0.792803,39.0,白头鹎,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC1106815 - 白头鹎 - Pycnonotus sinensis.mp3,pos_357be415e7d5_00036000,357be415e7d56677a30c62d4f1916a6707224831464e5b0b8510f07d8817ef9f,train,36.0
0.789746,6.0,白头鹎,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC1106815 - 白头鹎 - Pycnonotus sinensis.mp3,pos_357be415e7d5_00003000,357be415e7d56677a30c62d4f1916a6707224831464e5b0b8510f07d8817ef9f,train,3.0
0.757544,162.0,白头鹎,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC1106815 - 白头鹎 - Pycnonotus sinensis.mp3,pos_357be415e7d5_00159000,357be415e7d56677a30c62d4f1916a6707224831464e5b0b8510f07d8817ef9f,train,159.0
0.750984,165.0,白头鹎,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC1106815 - 白头鹎 - Pycnonotus sinensis.mp3,pos_357be415e7d5_00162000,357be415e7d56677a30c62d4f1916a6707224831464e5b0b8510f07d8817ef9f,train,162.0
0.738211,84.0,白头鹎,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC1106815 - 白头鹎 - Pycnonotus sinensis.mp3,pos_357be415e7d5_00081000,357be415e7d56677a30c62d4f1916a6707224831464e5b0b8510f07d8817ef9f,train,81.0
0.727485,42.0,白头鹎,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC1106815 - 白头鹎 - Pycnonotus sinensis.mp3,pos_357be415e7d5_00039000,357be415e7d56677a30c62d4f1916a6707224831464e5b0b8510f07d8817ef9f,train,39.0
0.718355,211.375,白头鹎,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC1106815 - 白头鹎 - Pycnonotus sinensis.mp3,pos_357be415e7d5_00210000,357be415e7d56677a30c62d4f1916a6707224831464e5b0b8510f07d8817ef9f,train,210.0
0.709133,168.0,白头鹎,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC1106815 - 白头鹎 - Pycnonotus sinensis.mp3,pos_357be415e7d5_00165000,357be415e7d56677a30c62d4f1916a6707224831464e5b0b8510f07d8817ef9f,train,165.0
0.705062,150.0,白头鹎,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC1106815 - 白头鹎 - Pycnonotus sinensis.mp3,pos_357be415e7d5_00147000,357be415e7d56677a30c62d4f1916a6707224831464e5b0b8510f07d8817ef9f,train,147.0
0.701559,135.0,白头鹎,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC1106815 - 白头鹎 - Pycnonotus sinensis.mp3,pos_357be415e7d5_00132000,357be415e7d56677a30c62d4f1916a6707224831464e5b0b8510f07d8817ef9f,train,132.0
0.68321,69.0,白头鹎,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC1106815 - 白头鹎 - Pycnonotus sinensis.mp3,pos_357be415e7d5_00066000,357be415e7d56677a30c62d4f1916a6707224831464e5b0b8510f07d8817ef9f,train,66.0
0.663674,198.0,白头鹎,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC1106815 - 白头鹎 - Pycnonotus sinensis.mp3,pos_357be415e7d5_00195000,357be415e7d56677a30c62d4f1916a6707224831464e5b0b8510f07d8817ef9f,train,195.0
0.650774,153.0,白头鹎,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC1106815 - 白头鹎 - Pycnonotus sinensis.mp3,pos_357be415e7d5_00150000,357be415e7d56677a30c62d4f1916a6707224831464e5b0b8510f07d8817ef9f,train,150.0
0.633814,21.0,白头鹎,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC1106815 - 白头鹎 - Pycnonotus sinensis.mp3,pos_357be415e7d5_00018000,357be415e7d56677a30c62d4f1916a6707224831464e5b0b8510f07d8817ef9f,train,18.0
0.570206,45.0,白头鹎,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC1106815 - 白头鹎 - Pycnonotus sinensis.mp3,pos_357be415e7d5_00042000,357be415e7d56677a30c62d4f1916a6707224831464e5b0b8510f07d8817ef9f,train,42.0
0.558286,51.0,白头鹎,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC1106815 - 白头鹎 - Pycnonotus sinensis.mp3,pos_357be415e7d5_00048000,357be415e7d56677a30c62d4f1916a6707224831464e5b0b8510f07d8817ef9f,train,48.0
0.535221,18.0,白头鹎,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC1106815 - 白头鹎 - Pycnonotus sinensis.mp3,pos_357be415e7d5_00015000,357be415e7d56677a30c62d4f1916a6707224831464e5b0b8510f07d8817ef9f,train,15.0
0.532928,24.0,白头鹎,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC1106815 - 白头鹎 - Pycnonotus sinensis.mp3,pos_357be415e7d5_00021000,357be415e7d56677a30c62d4f1916a6707224831464e5b0b8510f07d8817ef9f,train,21.0
0.532123,123.0,白头鹎,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC1106815 - 白头鹎 - Pycnonotus sinensis.mp3,pos_357be415e7d5_00120000,357be415e7d56677a30c62d4f1916a6707224831464e5b0b8510f07d8817ef9f,train,120.0
0.527873,9.0,白头鹎,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC1106815 - 白头鹎 - Pycnonotus sinensis.mp3,pos_357be415e7d5_00006000,357be415e7d56677a30c62d4f1916a6707224831464e5b0b8510f07d8817ef9f,train,6.0
0.524377,72.0,白头鹎,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC1106815 - 白头鹎 - Pycnonotus sinensis.mp3,pos_357be415e7d5_00069000,357be415e7d56677a30c62d4f1916a6707224831464e5b0b8510f07d8817ef9f,train,69.0
0.453897,54.0,白头鹎,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC1106815 - 白头鹎 - Pycnonotus sinensis.mp3,pos_357be415e7d5_00051000,357be415e7d56677a30c62d4f1916a6707224831464e5b0b8510f07d8817ef9f,train,51.0
0.436102,90.0,白头鹎,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC1106815 - 白头鹎 - Pycnonotus sinensis.mp3,pos_357be415e7d5_00087000,357be415e7d56677a30c62d4f1916a6707224831464e5b0b8510f07d8817ef9f,train,87.0
0.428397,81.0,白头鹎,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC1106815 - 白头鹎 - Pycnonotus sinensis.mp3,pos_357be415e7d5_00078000,357be415e7d56677a30c62d4f1916a6707224831464e5b0b8510f07d8817ef9f,train,78.0
0.426008,126.0,白头鹎,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC1106815 - 白头鹎 - Pycnonotus sinensis.mp3,pos_357be415e7d5_00123000,357be415e7d56677a30c62d4f1916a6707224831464e5b0b8510f07d8817ef9f,train,123.0
0.373904,30.0,白头鹎,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC1106815 - 白头鹎 - Pycnonotus sinensis.mp3,pos_357be415e7d5_00027000,357be415e7d56677a30c62d4f1916a6707224831464e5b0b8510f07d8817ef9f,train,27.0
0.368616,66.0,白头鹎,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC1106815 - 白头鹎 - Pycnonotus sinensis.mp3,pos_357be415e7d5_00063000,357be415e7d56677a30c62d4f1916a6707224831464e5b0b8510f07d8817ef9f,train,63.0
0.343651,33.0,白头鹎,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC1106815 - 白头鹎 - Pycnonotus sinensis.mp3,pos_357be415e7d5_00030000,357be415e7d56677a30c62d4f1916a6707224831464e5b0b8510f07d8817ef9f,train,30.0
0.318981,141.0,白头鹎,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC1106815 - 白头鹎 - Pycnonotus sinensis.mp3,pos_357be415e7d5_00138000,357be415e7d56677a30c62d4f1916a6707224831464e5b0b8510f07d8817ef9f,train,138.0
0.282087,36.0,白头鹎,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC1106815 - 白头鹎 - Pycnonotus sinensis.mp3,pos_357be415e7d5_00033000,357be415e7d56677a30c62d4f1916a6707224831464e5b0b8510f07d8817ef9f,train,33.0
0.273151,171.0,白头鹎,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC1106815 - 白头鹎 - Pycnonotus sinensis.mp3,pos_357be415e7d5_00168000,357be415e7d56677a30c62d4f1916a6707224831464e5b0b8510f07d8817ef9f,train,168.0
0.265345,48.0,白头鹎,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC1106815 - 白头鹎 - Pycnonotus sinensis.mp3,pos_357be415e7d5_00045000,357be415e7d56677a30c62d4f1916a6707224831464e5b0b8510f07d8817ef9f,train,45.0
0.263454,60.0,白头鹎,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC1106815 - 白头鹎 - Pycnonotus sinensis.mp3,pos_357be415e7d5_00057000,357be415e7d56677a30c62d4f1916a6707224831464e5b0b8510f07d8817ef9f,train,57.0
0.295841,60.0,乌鸫,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC1136970 - 乌鸫 - Turdus mandarinus.mp3,pos_a38974203003_00057000,a389742030032de7763652e5938b9bebe95a68dbcd9a7516b490a819742e5646,train,57.0
0.796386,3.0,珠颈斑鸠,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC961570 - 珠颈斑鸠 - Spilopelia chinensis.wav,pos_237616fbbc57_00000000,237616fbbc571e0c633b2dce937d7848c211f8e02b570bfcd52c6f10b3f00135,train,0.0
0.629489,6.0,珠颈斑鸠,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC961570 - 珠颈斑鸠 - Spilopelia chinensis.wav,pos_237616fbbc57_00003000,237616fbbc571e0c633b2dce937d7848c211f8e02b570bfcd52c6f10b3f00135,train,3.0
0.956382,102.0,珠颈斑鸠,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC999942 - 珠颈斑鸠 - Spilopelia chinensis.mp3,pos_acc261154a02_00099000,acc261154a023463ec5b9adabc725d51548eb4b4c2cac8a8efee00fc2e9a4418,test,99.0
0.956299,93.0,珠颈斑鸠,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC999942 - 珠颈斑鸠 - Spilopelia chinensis.mp3,pos_acc261154a02_00090000,acc261154a023463ec5b9adabc725d51548eb4b4c2cac8a8efee00fc2e9a4418,test,90.0
0.928649,45.0,珠颈斑鸠,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC999942 - 珠颈斑鸠 - Spilopelia chinensis.mp3,pos_acc261154a02_00042000,acc261154a023463ec5b9adabc725d51548eb4b4c2cac8a8efee00fc2e9a4418,test,42.0
0.924304,90.0,珠颈斑鸠,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC999942 - 珠颈斑鸠 - Spilopelia chinensis.mp3,pos_acc261154a02_00087000,acc261154a023463ec5b9adabc725d51548eb4b4c2cac8a8efee00fc2e9a4418,test,87.0
0.921884,111.0,珠颈斑鸠,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC999942 - 珠颈斑鸠 - Spilopelia chinensis.mp3,pos_acc261154a02_00108000,acc261154a023463ec5b9adabc725d51548eb4b4c2cac8a8efee00fc2e9a4418,test,108.0
0.907401,81.0,珠颈斑鸠,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC999942 - 珠颈斑鸠 - Spilopelia chinensis.mp3,pos_acc261154a02_00078000,acc261154a023463ec5b9adabc725d51548eb4b4c2cac8a8efee00fc2e9a4418,test,78.0
0.867798,132.0,珠颈斑鸠,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC999942 - 珠颈斑鸠 - Spilopelia chinensis.mp3,pos_acc261154a02_00129000,acc261154a023463ec5b9adabc725d51548eb4b4c2cac8a8efee00fc2e9a4418,test,129.0
0.867076,84.0,珠颈斑鸠,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC999942 - 珠颈斑鸠 - Spilopelia chinensis.mp3,pos_acc261154a02_00081000,acc261154a023463ec5b9adabc725d51548eb4b4c2cac8a8efee00fc2e9a4418,test,81.0
0.849047,105.0,珠颈斑鸠,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC999942 - 珠颈斑鸠 - Spilopelia chinensis.mp3,pos_acc261154a02_00102000,acc261154a023463ec5b9adabc725d51548eb4b4c2cac8a8efee00fc2e9a4418,test,102.0
0.84801,48.0,珠颈斑鸠,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC999942 - 珠颈斑鸠 - Spilopelia chinensis.mp3,pos_acc261154a02_00045000,acc261154a023463ec5b9adabc725d51548eb4b4c2cac8a8efee00fc2e9a4418,test,45.0
0.847971,66.0,珠颈斑鸠,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC999942 - 珠颈斑鸠 - Spilopelia chinensis.mp3,pos_acc261154a02_00063000,acc261154a023463ec5b9adabc725d51548eb4b4c2cac8a8efee00fc2e9a4418,test,63.0
