recording_id,source,source_id,filename,current_path,bytes,suffix,sha256,primary_label_weak,label_basis,mixture_hint,review_status,license,source_url,reviewed_primary_label,background_labels,valid_intervals,review_notes,indexed_at,duration_seconds,samplerate,channels,frames,audio_format,audio_subtype,read_error
260705_1905——棕胸雅鹛——二重奏，看见，至少包含四种叫声,local_or_shared,,260705_1905——棕胸雅鹛——二重奏，看见，至少包含四种叫声.wav,D:\C\Desktop\ai\xykw\data\260705_1905——棕胸雅鹛——二重奏，看见，至少包含四种叫声.wav,35442342,.wav,0afd773d2037f8c1b324b2ff2781b8b00e328a1ed99e56f3d6dc327fb001eb60,棕胸雅鹛,filename_local,True,pending,,,,,,,2026-07-31T08:36:44.716387+00:00,123.034292,48000,2,5905646,WAV,PCM_24,
MLU-NF1A_20250401_074200——灰孔雀雉——背景里有橙胸咬鹃,local_or_shared,,MLU-NF1A_20250401_074200——灰孔雀雉——背景里有橙胸咬鹃.wav,D:\C\Desktop\ai\xykw\data\MLU-NF1A_20250401_074200——灰孔雀雉——背景里有橙胸咬鹃.wav,11522630,.wav,0a26af81fd16e062ddaef353967b0dd2cda92ad705e78e6c33b98c84a5a343ef,灰孔雀雉,filename_local,True,pending,,,,,,,2026-07-31T08:36:44.716387+00:00,60.0,48000,2,2880000,WAV,PCM_16,
XC1002930 - 珠颈斑鸠 - Spilopelia chinensis chinensis(1),xeno_canto,XC1002930,XC1002930 - 珠颈斑鸠 - Spilopelia chinensis chinensis(1).wav,D:\C\Desktop\ai\xykw\data\XC1002930 - 珠颈斑鸠 - Spilopelia chinensis chinensis(1).wav,37981086,.wav,9a577cf6614f66cada0a3864cfd970eecab09c7b523148f58ffd60d9722600b0,珠颈斑鸠,filename_xeno_canto,False,pending,,,,,,,2026-07-31T08:36:44.716387+00:00,131.858042,48000,2,6329186,WAV,PCM_24,
XC1106815 - 白头鹎 - Pycnonotus sinensis,xeno_canto,XC1106815,XC1106815 - 白头鹎 - Pycnonotus sinensis.mp3,D:\C\Desktop\ai\xykw\data\XC1106815 - 白头鹎 - Pycnonotus sinensis.mp3,5080915,.mp3,357be415e7d56677a30c62d4f1916a6707224831464e5b0b8510f07d8817ef9f,白头鹎,filename_xeno_canto,False,pending,,,,,,,2026-07-31T08:36:44.716387+00:00,211.426479,48000,2,10148471,MP3,MPEG_LAYER_III,
XC1136969 - 乌鸫 - Turdus mandarinus,xeno_canto,XC1136969,XC1136969 - 乌鸫 - Turdus mandarinus.mp3,D:\C\Desktop\ai\xykw\data\XC1136969 - 乌鸫 - Turdus mandarinus.mp3,66836,.mp3,d0c22dbaa829f5de872ff889a8066e876cf47bdebe4229093cee7770372d48c3,乌鸫,filename_xeno_canto,False,pending,,,,,,,2026-07-31T08:36:44.716387+00:00,2.5045,48000,2,120216,MP3,MPEG_LAYER_III,
XC1136970 - 乌鸫 - Turdus mandarinus,xeno_canto,XC1136970,XC1136970 - 乌鸫 - Turdus mandarinus.mp3,D:\C\Desktop\ai\xykw\data\XC1136970 - 乌鸫 - Turdus mandarinus.mp3,2876009,.mp3,a389742030032de7763652e5938b9bebe95a68dbcd9a7516b490a819742e5646,乌鸫,filename_xeno_canto,False,pending,,,,,,,2026-07-31T08:36:44.716387+00:00,119.561917,48000,2,5738972,MP3,MPEG_LAYER_III,
XC1145570 - 小䴙䴘 - Tachybaptus ruficollis poggei (1)(1),xeno_canto,XC1145570,XC1145570 - 小䴙䴘 - Tachybaptus ruficollis poggei (1)(1).wav,D:\C\Desktop\ai\xykw\data\XC1145570 - 小䴙䴘 - Tachybaptus ruficollis poggei (1)(1).wav,41767326,.wav,d1b4b43ea30f292269c06aff3ca681993cd1a25f8be299ae5ddae3e0591bed06,小䴙䴘,filename_xeno_canto,False,pending,,,,,,,2026-07-31T08:36:44.716387+00:00,145.0,48000,2,6960000,WAV,PCM_24,
XC1145570 - 小䴙䴘 - Tachybaptus ruficollis poggei(1),xeno_canto,XC1145570,XC1145570 - 小䴙䴘 - Tachybaptus ruficollis poggei(1).wav,D:\C\Desktop\ai\xykw\data\XC1145570 - 小䴙䴘 - Tachybaptus ruficollis poggei(1).wav,41767326,.wav,d1b4b43ea30f292269c06aff3ca681993cd1a25f8be299ae5ddae3e0591bed06,小䴙䴘,filename_xeno_canto,False,pending,,,,,,,2026-07-31T08:36:44.716387+00:00,145.0,48000,2,6960000,WAV,PCM_24,
XC1147853 - 乌鸫 - Turdus mandarinus,xeno_canto,XC1147853,XC1147853 - 乌鸫 - Turdus mandarinus.mp3,D:\C\Desktop\ai\xykw\data\XC1147853 - 乌鸫 - Turdus mandarinus.mp3,482389,.mp3,f25ecbc90288f0deacaccfaacee449d6d20cf1e7550d0c704ac70bb47511e861,乌鸫,filename_xeno_canto,False,pending,,,,,,,2026-07-31T08:36:44.716387+00:00,30.084979,48000,2,1444079,MP3,MPEG_LAYER_III,
XC734346 - 麻雀 - Passer montanus malaccensis,xeno_canto,XC734346,XC734346 - 麻雀 - Passer montanus malaccensis.mp3,D:\C\Desktop\ai\xykw\data\XC734346 - 麻雀 - Passer montanus malaccensis.mp3,1433056,.mp3,741d501fedddea39940be7f1e2c23616959808357b76dde427dee069e8b866b5,麻雀,filename_xeno_canto,False,pending,,,,,,,2026-07-31T08:36:44.716387+00:00,35.648821,44100,2,1572113,MP3,MPEG_LAYER_III,
XC841128 - 白鹭 - Egretta garzetta garzetta,xeno_canto,XC841128,XC841128 - 白鹭 - Egretta garzetta garzetta.wav,D:\C\Desktop\ai\xykw\data\XC841128 - 白鹭 - Egretta garzetta garzetta.wav,2355368,.wav,4ec2f007aa9ea474fabac5af90cd238c2a59d35edeb5a7590eb917070e414b53,白鹭,filename_xeno_canto,False,pending,,,,,,,2026-07-31T08:36:44.716387+00:00,8.137917,48000,2,390620,WAV,PCM_24,
XC842808 - 白鹭 - Egretta garzetta garzetta,xeno_canto,XC842808,XC842808 - 白鹭 - Egretta garzetta garzetta.wav,D:\C\Desktop\ai\xykw\data\XC842808 - 白鹭 - Egretta garzetta garzetta.wav,8722060,.wav,db2a1533614297e36e783cdaf551b8800e569de6d6119b2cbc724f5fd61c073e,白鹭,filename_xeno_canto,False,pending,,,,,,,2026-07-31T08:36:44.716387+00:00,30.244438,48000,2,1451733,WAV,PCM_24,
XC961570 - 珠颈斑鸠 - Spilopelia chinensis,xeno_canto,XC961570,XC961570 - 珠颈斑鸠 - Spilopelia chinensis.wav,D:\C\Desktop\ai\xykw\data\XC961570 - 珠颈斑鸠 - Spilopelia chinensis.wav,9797632,.wav,237616fbbc571e0c633b2dce937d7848c211f8e02b570bfcd52c6f10b3f00135,珠颈斑鸠,filename_xeno_canto,False,pending,,,,,,,2026-07-31T08:36:44.716387+00:00,17.002667,96000,2,1632256,WAV,PCM_24,
XC999942 - 珠颈斑鸠 - Spilopelia chinensis,xeno_canto,XC999942,XC999942 - 珠颈斑鸠 - Spilopelia chinensis.mp3,D:\C\Desktop\ai\xykw\data\XC999942 - 珠颈斑鸠 - Spilopelia chinensis.mp3,4483360,.mp3,acc261154a023463ec5b9adabc725d51548eb4b4c2cac8a8efee00fc2e9a4418,珠颈斑鸠,filename_xeno_canto,False,pending,,,,,,,2026-07-31T08:36:44.716387+00:00,186.418813,48000,2,8948103,MP3,MPEG_LAYER_III,
