candidate_birdnet_label,candidate_name_zh,confidence,end_seconds,expected_birdnet_label,expected_name_zh,is_expected,source_path,start_seconds
Pycnonotus sinensis_Light-vented Bulbul,白头鹎,0.011986,48.0,Abroscopus albogularis_Rufous-faced Warbler,棕脸鹟莺,False,鸟/棕脸鹟莺/棕脸(1).wav,45.0
Abroscopus albogularis_Rufous-faced Warbler,棕脸鹟莺,0.905128,51.0,Abroscopus albogularis_Rufous-faced Warbler,棕脸鹟莺,True,鸟/棕脸鹟莺/棕脸(1).wav,48.0
Abroscopus albogularis_Rufous-faced Warbler,棕脸鹟莺,0.995452,54.0,Abroscopus albogularis_Rufous-faced Warbler,棕脸鹟莺,True,鸟/棕脸鹟莺/棕脸(1).wav,51.0
Horornis fortipes_Brownish-flanked Bush Warbler,强脚树莺,0.040849,54.0,Abroscopus albogularis_Rufous-faced Warbler,棕脸鹟莺,False,鸟/棕脸鹟莺/棕脸(1).wav,51.0
Abroscopus albogularis_Rufous-faced Warbler,棕脸鹟莺,0.763763,57.0,Abroscopus albogularis_Rufous-faced Warbler,棕脸鹟莺,True,鸟/棕脸鹟莺/棕脸(1).wav,54.0
Pycnonotus sinensis_Light-vented Bulbul,白头鹎,0.084281,57.0,Abroscopus albogularis_Rufous-faced Warbler,棕脸鹟莺,False,鸟/棕脸鹟莺/棕脸(1).wav,54.0
Horornis fortipes_Brownish-flanked Bush Warbler,强脚树莺,0.015438,57.0,Abroscopus albogularis_Rufous-faced Warbler,棕脸鹟莺,False,鸟/棕脸鹟莺/棕脸(1).wav,54.0
Abroscopus albogularis_Rufous-faced Warbler,棕脸鹟莺,0.970048,60.0,Abroscopus albogularis_Rufous-faced Warbler,棕脸鹟莺,True,鸟/棕脸鹟莺/棕脸(1).wav,57.0
Horornis fortipes_Brownish-flanked Bush Warbler,强脚树莺,0.040084,60.0,Abroscopus albogularis_Rufous-faced Warbler,棕脸鹟莺,False,鸟/棕脸鹟莺/棕脸(1).wav,57.0
Abroscopus albogularis_Rufous-faced Warbler,棕脸鹟莺,0.995036,63.0,Abroscopus albogularis_Rufous-faced Warbler,棕脸鹟莺,True,鸟/棕脸鹟莺/棕脸(1).wav,60.0
