audio_path,labels,split,split_group,review_status,start_seconds,end_seconds,source_dataset,source_recording_id,source_url,license,commercial_compatible,reviewer
..\raw\inaturalist\cryptotympana_atrata\inat_233653703_1152174.m4a,cryptotympana_atrata,train,inaturalist_observation_233653703,source_curated,,,inaturalist,inat_233653703_1152174,https://www.inaturalist.org/observations/233653703,CC-BY,true,
..\raw\inaturalist\cryptotympana_atrata\inat_233653708_1152175.m4a,cryptotympana_atrata,train,inaturalist_observation_233653708,source_curated,,,inaturalist,inat_233653708_1152175,https://www.inaturalist.org/observations/233653708,CC-BY,true,
..\raw\inaturalist\cryptotympana_atrata\inat_233662896_1152192.m4a,cryptotympana_atrata,validation,inaturalist_observation_233662896,source_curated,,,inaturalist,inat_233662896_1152192,https://www.inaturalist.org/observations/233662896,CC-BY,true,
..\raw\inaturalist\cryptotympana_atrata\inat_233662917_1152193.m4a,cryptotympana_atrata,train,inaturalist_observation_233662917,source_curated,,,inaturalist,inat_233662917_1152193,https://www.inaturalist.org/observations/233662917,CC-BY,true,
..\raw\inaturalist\cryptotympana_atrata\inat_233675188_1152229.m4a,cryptotympana_atrata,train,inaturalist_observation_233675188,source_curated,,,inaturalist,inat_233675188_1152229,https://www.inaturalist.org/observations/233675188,CC-BY,true,
..\raw\inaturalist\cryptotympana_atrata\inat_234309439_1155158.m4a,cryptotympana_atrata,train,inaturalist_observation_234309439,source_curated,,,inaturalist,inat_234309439_1155158,https://www.inaturalist.org/observations/234309439,CC-BY,true,
..\raw\inaturalist\cryptotympana_atrata\inat_234487934_1155882.m4a,cryptotympana_atrata,train,inaturalist_observation_234487934,source_curated,,,inaturalist,inat_234487934_1155882,https://www.inaturalist.org/observations/234487934,CC-BY,true,
..\raw\inaturalist\cryptotympana_atrata\inat_264042988_1324167.m4a,cryptotympana_atrata,train,inaturalist_observation_264042988,source_curated,,,inaturalist,inat_264042988_1324167,https://www.inaturalist.org/observations/264042988,CC-BY-NC,false,
..\raw\inaturalist\cryptotympana_atrata\inat_293034995_1543363.m4a,cryptotympana_atrata,train,inaturalist_observation_293034995,source_curated,,,inaturalist,inat_293034995_1543363,https://www.inaturalist.org/observations/293034995,CC-BY,true,
..\raw\inaturalist\cryptotympana_atrata\inat_293599889_1546276.m4a,cryptotympana_atrata,train,inaturalist_observation_293599889,source_curated,,,inaturalist,inat_293599889_1546276,https://www.inaturalist.org/observations/293599889,CC-BY-NC,false,
..\raw\inaturalist\cryptotympana_atrata\inat_293979362_1548105.m4a,cryptotympana_atrata,train,inaturalist_observation_293979362,source_curated,,,inaturalist,inat_293979362_1548105,https://www.inaturalist.org/observations/293979362,CC-BY-NC,false,
..\raw\inaturalist\cryptotympana_atrata\inat_294201423_1549329.m4a,cryptotympana_atrata,test,inaturalist_observation_294201423,source_curated,,,inaturalist,inat_294201423_1549329,https://www.inaturalist.org/observations/294201423,CC-BY-NC,false,
..\raw\inaturalist\cryptotympana_atrata\inat_294415312_1550516.m4a,cryptotympana_atrata,train,inaturalist_observation_294415312,source_curated,,,inaturalist,inat_294415312_1550516,https://www.inaturalist.org/observations/294415312,CC-BY-NC,false,
..\raw\inaturalist\cryptotympana_atrata\inat_295646575_1557128.m4a,cryptotympana_atrata,train,inaturalist_observation_295646575,source_curated,,,inaturalist,inat_295646575_1557128,https://www.inaturalist.org/observations/295646575,CC-BY-NC,false,
..\raw\inaturalist\cryptotympana_atrata\inat_296266380_1560332.m4a,cryptotympana_atrata,train,inaturalist_observation_296266380,source_curated,,,inaturalist,inat_296266380_1560332,https://www.inaturalist.org/observations/296266380,CC-BY,true,
..\raw\inaturalist\cryptotympana_atrata\inat_296704238_1564397.mp3,cryptotympana_atrata,train,inaturalist_observation_296704238,source_curated,,,inaturalist,inat_296704238_1564397,https://www.inaturalist.org/observations/296704238,CC-BY-NC,false,
..\raw\inaturalist\cryptotympana_atrata\inat_297239231_1565301.m4a,cryptotympana_atrata,validation,inaturalist_observation_297239231,source_curated,,,inaturalist,inat_297239231_1565301,https://www.inaturalist.org/observations/297239231,CC-BY-NC,false,
..\raw\inaturalist\cryptotympana_atrata\inat_297460327_1566380.m4a,cryptotympana_atrata,train,inaturalist_observation_297460327,source_curated,,,inaturalist,inat_297460327_1566380,https://www.inaturalist.org/observations/297460327,CC-BY-NC,false,
..\raw\inaturalist\cryptotympana_atrata\inat_298122186_1569296.m4a,cryptotympana_atrata,validation,inaturalist_observation_298122186,source_curated,,,inaturalist,inat_298122186_1569296,https://www.inaturalist.org/observations/298122186,CC0,true,
..\raw\inaturalist\cryptotympana_atrata\inat_299438587_1575197.m4a,cryptotympana_atrata,train,inaturalist_observation_299438587,source_curated,,,inaturalist,inat_299438587_1575197,https://www.inaturalist.org/observations/299438587,CC-BY-NC,false,
..\raw\inaturalist\cryptotympana_atrata\inat_299438587_1575198.m4a,cryptotympana_atrata,train,inaturalist_observation_299438587,source_curated,,,inaturalist,inat_299438587_1575198,https://www.inaturalist.org/observations/299438587,CC-BY-NC,false,
..\raw\inaturalist\cryptotympana_atrata\inat_299781975_1576615.m4a,cryptotympana_atrata,test,inaturalist_observation_299781975,source_curated,,,inaturalist,inat_299781975_1576615,https://www.inaturalist.org/observations/299781975,CC-BY-NC,false,
..\raw\inaturalist\cryptotympana_atrata\inat_301197600_1582376.m4a,cryptotympana_atrata,validation,inaturalist_observation_301197600,source_curated,,,inaturalist,inat_301197600_1582376,https://www.inaturalist.org/observations/301197600,CC-BY-NC,false,
..\raw\inaturalist\cryptotympana_atrata\inat_302789000_1589079.m4a,cryptotympana_atrata,train,inaturalist_observation_302789000,source_curated,,,inaturalist,inat_302789000_1589079,https://www.inaturalist.org/observations/302789000,CC-BY-NC,false,
..\raw\inaturalist\cryptotympana_atrata\inat_303360341_1591683.m4a,cryptotympana_atrata,train,inaturalist_observation_303360341,source_curated,,,inaturalist,inat_303360341_1591683,https://www.inaturalist.org/observations/303360341,CC-BY-NC,false,
..\raw\inaturalist\cryptotympana_atrata\inat_304445501_1596320.m4a,cryptotympana_atrata,train,inaturalist_observation_304445501,source_curated,,,inaturalist,inat_304445501_1596320,https://www.inaturalist.org/observations/304445501,CC-BY-NC,false,
..\raw\inaturalist\cryptotympana_atrata\inat_308757922_1614597.m4a,cryptotympana_atrata,train,inaturalist_observation_308757922,source_curated,,,inaturalist,inat_308757922_1614597,https://www.inaturalist.org/observations/308757922,CC-BY-NC,false,
..\raw\inaturalist\cryptotympana_atrata\inat_373822324_2034025.wav,cryptotympana_atrata,train,inaturalist_observation_373822324,source_curated,,,inaturalist,inat_373822324_2034025,https://www.inaturalist.org/observations/373822324,CC-BY-NC,false,
..\raw\inaturalist\cryptotympana_atrata\inat_376082090_2046617.m4a,cryptotympana_atrata,train,inaturalist_observation_376082090,source_curated,,,inaturalist,inat_376082090_2046617,https://www.inaturalist.org/observations/376082090,CC-BY-NC,false,
..\raw\inaturalist\cryptotympana_atrata\inat_382216635_2075662.mp3,cryptotympana_atrata,train,inaturalist_observation_382216635,source_curated,,,inaturalist,inat_382216635_2075662,https://www.inaturalist.org/observations/382216635,CC-BY-NC,false,
..\raw\inaturalist\cryptotympana_atrata\inat_55757290_128469.m4a,cryptotympana_atrata,validation,inaturalist_observation_55757290,source_curated,,,inaturalist,inat_55757290_128469,https://www.inaturalist.org/observations/55757290,CC-BY-NC,false,
..\raw\inaturalist\cryptotympana_atrata\inat_89177332_284352.m4a,cryptotympana_atrata,test,inaturalist_observation_89177332,source_curated,,,inaturalist,inat_89177332_284352,https://www.inaturalist.org/observations/89177332,CC-BY,true,
..\raw\inaturalist\other_frog\inat_293753279_1547074.m4a,other_frog,validation,inaturalist_observation_293753279,source_curated,,,inaturalist,inat_293753279_1547074,https://www.inaturalist.org/observations/293753279,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_293756089_1547082.m4a,other_frog,train,inaturalist_observation_293756089,source_curated,,,inaturalist,inat_293756089_1547082,https://www.inaturalist.org/observations/293756089,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_293758940_1547101.m4a,other_frog,train,inaturalist_observation_293758940,source_curated,,,inaturalist,inat_293758940_1547101,https://www.inaturalist.org/observations/293758940,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_293766509_1547136.m4a,other_frog,train,inaturalist_observation_293766509,source_curated,,,inaturalist,inat_293766509_1547136,https://www.inaturalist.org/observations/293766509,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_293767463_1547139.m4a,other_frog,train,inaturalist_observation_293767463,source_curated,,,inaturalist,inat_293767463_1547139,https://www.inaturalist.org/observations/293767463,CC0,true,
..\raw\inaturalist\other_frog\inat_293772250_1547154.m4a,other_frog,train,inaturalist_observation_293772250,source_curated,,,inaturalist,inat_293772250_1547154,https://www.inaturalist.org/observations/293772250,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_293796069_1547258.m4a,other_frog,validation,inaturalist_observation_293796069,source_curated,,,inaturalist,inat_293796069_1547258,https://www.inaturalist.org/observations/293796069,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_293799187_1547275.m4a,other_frog,train,inaturalist_observation_293799187,source_curated,,,inaturalist,inat_293799187_1547275,https://www.inaturalist.org/observations/293799187,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_293799187_1547276.m4a,other_frog,train,inaturalist_observation_293799187,source_curated,,,inaturalist,inat_293799187_1547276,https://www.inaturalist.org/observations/293799187,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_293803493_1547293.m4a,other_frog,train,inaturalist_observation_293803493,source_curated,,,inaturalist,inat_293803493_1547293,https://www.inaturalist.org/observations/293803493,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_294046319_1548479.m4a,other_frog,test,inaturalist_observation_294046319,source_curated,,,inaturalist,inat_294046319_1548479,https://www.inaturalist.org/observations/294046319,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_294050679_1548518.m4a,other_frog,train,inaturalist_observation_294050679,source_curated,,,inaturalist,inat_294050679_1548518,https://www.inaturalist.org/observations/294050679,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_294050715_1548520.m4a,other_frog,validation,inaturalist_observation_294050715,source_curated,,,inaturalist,inat_294050715_1548520,https://www.inaturalist.org/observations/294050715,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_294053605_1548546.m4a,other_frog,train,inaturalist_observation_294053605,source_curated,,,inaturalist,inat_294053605_1548546,https://www.inaturalist.org/observations/294053605,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_294053989_1548554.m4a,other_frog,train,inaturalist_observation_294053989,source_curated,,,inaturalist,inat_294053989_1548554,https://www.inaturalist.org/observations/294053989,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_294057220_1548579.m4a,other_frog,train,inaturalist_observation_294057220,source_curated,,,inaturalist,inat_294057220_1548579,https://www.inaturalist.org/observations/294057220,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_294060476_1548598.m4a,other_frog,train,inaturalist_observation_294060476,source_curated,,,inaturalist,inat_294060476_1548598,https://www.inaturalist.org/observations/294060476,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_294067244_1548627.m4a,other_frog,test,inaturalist_observation_294067244,source_curated,,,inaturalist,inat_294067244_1548627,https://www.inaturalist.org/observations/294067244,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_294067936_1548636.m4a,other_frog,test,inaturalist_observation_294067936,source_curated,,,inaturalist,inat_294067936_1548636,https://www.inaturalist.org/observations/294067936,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_294069048_1548644.m4a,other_frog,train,inaturalist_observation_294069048,source_curated,,,inaturalist,inat_294069048_1548644,https://www.inaturalist.org/observations/294069048,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_294070067_1548646.m4a,other_frog,test,inaturalist_observation_294070067,source_curated,,,inaturalist,inat_294070067_1548646,https://www.inaturalist.org/observations/294070067,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_294081652_1548711.m4a,other_frog,train,inaturalist_observation_294081652,source_curated,,,inaturalist,inat_294081652_1548711,https://www.inaturalist.org/observations/294081652,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_294082761_1548720.m4a,other_frog,train,inaturalist_observation_294082761,source_curated,,,inaturalist,inat_294082761_1548720,https://www.inaturalist.org/observations/294082761,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_295044783_1554006.m4a,other_frog,train,inaturalist_observation_295044783,source_curated,,,inaturalist,inat_295044783_1554006,https://www.inaturalist.org/observations/295044783,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_295485199_1556307.mp3,other_frog,train,inaturalist_observation_295485199,source_curated,,,inaturalist,inat_295485199_1556307,https://www.inaturalist.org/observations/295485199,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_299838178_1576832.m4a,other_frog,train,inaturalist_observation_299838178,source_curated,,,inaturalist,inat_299838178_1576832,https://www.inaturalist.org/observations/299838178,CC0,true,
..\raw\inaturalist\other_frog\inat_300433433_1579099.m4a,other_frog,train,inaturalist_observation_300433433,source_curated,,,inaturalist,inat_300433433_1579099,https://www.inaturalist.org/observations/300433433,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_300433433_1579100.m4a,other_frog,train,inaturalist_observation_300433433,source_curated,,,inaturalist,inat_300433433_1579100,https://www.inaturalist.org/observations/300433433,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_301494311_1583656.m4a,other_frog,test,inaturalist_observation_301494311,source_curated,,,inaturalist,inat_301494311_1583656,https://www.inaturalist.org/observations/301494311,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_302067542_1586050.m4a,other_frog,test,inaturalist_observation_302067542,source_curated,,,inaturalist,inat_302067542_1586050,https://www.inaturalist.org/observations/302067542,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_302067542_1586052.m4a,other_frog,test,inaturalist_observation_302067542,source_curated,,,inaturalist,inat_302067542_1586052,https://www.inaturalist.org/observations/302067542,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_306160762_1603629.mp3,other_frog,test,inaturalist_observation_306160762,source_curated,,,inaturalist,inat_306160762_1603629,https://www.inaturalist.org/observations/306160762,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_307514671_1609329.wav,other_frog,train,inaturalist_observation_307514671,source_curated,,,inaturalist,inat_307514671_1609329,https://www.inaturalist.org/observations/307514671,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_307959565_1611149.mp3,other_frog,train,inaturalist_observation_307959565,source_curated,,,inaturalist,inat_307959565_1611149,https://www.inaturalist.org/observations/307959565,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_310174667_1619827.m4a,other_frog,train,inaturalist_observation_310174667,source_curated,,,inaturalist,inat_310174667_1619827,https://www.inaturalist.org/observations/310174667,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_316967455_1650124.mp3,other_frog,train,inaturalist_observation_316967455,source_curated,,,inaturalist,inat_316967455_1650124,https://www.inaturalist.org/observations/316967455,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_318596681_1657228.mp3,other_frog,validation,inaturalist_observation_318596681,source_curated,,,inaturalist,inat_318596681_1657228,https://www.inaturalist.org/observations/318596681,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_320344909_1665295.m4a,other_frog,train,inaturalist_observation_320344909,source_curated,,,inaturalist,inat_320344909_1665295,https://www.inaturalist.org/observations/320344909,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_320808450_1667320.m4a,other_frog,train,inaturalist_observation_320808450,source_curated,,,inaturalist,inat_320808450_1667320,https://www.inaturalist.org/observations/320808450,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_320808452_1667318.m4a,other_frog,train,inaturalist_observation_320808452,source_curated,,,inaturalist,inat_320808452_1667318,https://www.inaturalist.org/observations/320808452,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_320808453_1667321.m4a,other_frog,validation,inaturalist_observation_320808453,source_curated,,,inaturalist,inat_320808453_1667321,https://www.inaturalist.org/observations/320808453,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_338451251_1765834.m4a,other_frog,test,inaturalist_observation_338451251,source_curated,,,inaturalist,inat_338451251_1765834,https://www.inaturalist.org/observations/338451251,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_343639451_1811631.mpga,other_frog,train,inaturalist_observation_343639451,source_curated,,,inaturalist,inat_343639451_1811631,https://www.inaturalist.org/observations/343639451,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_345046410_1822139.mp3,other_frog,train,inaturalist_observation_345046410,source_curated,,,inaturalist,inat_345046410_1822139,https://www.inaturalist.org/observations/345046410,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_345680279_1827174.m4a,other_frog,validation,inaturalist_observation_345680279,source_curated,,,inaturalist,inat_345680279_1827174,https://www.inaturalist.org/observations/345680279,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_348907269_1852169.wav,other_frog,train,inaturalist_observation_348907269,source_curated,,,inaturalist,inat_348907269_1852169,https://www.inaturalist.org/observations/348907269,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_348930278_1852343.m4a,other_frog,train,inaturalist_observation_348930278,source_curated,,,inaturalist,inat_348930278_1852343,https://www.inaturalist.org/observations/348930278,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_350001370_1860756.m4a,other_frog,validation,inaturalist_observation_350001370,source_curated,,,inaturalist,inat_350001370_1860756,https://www.inaturalist.org/observations/350001370,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_352278758_1877049.m4a,other_frog,train,inaturalist_observation_352278758,source_curated,,,inaturalist,inat_352278758_1877049,https://www.inaturalist.org/observations/352278758,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_354280290_1894119.m4a,other_frog,train,inaturalist_observation_354280290,source_curated,,,inaturalist,inat_354280290_1894119,https://www.inaturalist.org/observations/354280290,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_354352200_1894920.m4a,other_frog,train,inaturalist_observation_354352200,source_curated,,,inaturalist,inat_354352200_1894920,https://www.inaturalist.org/observations/354352200,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_355379817_1902975.m4a,other_frog,test,inaturalist_observation_355379817,source_curated,,,inaturalist,inat_355379817_1902975,https://www.inaturalist.org/observations/355379817,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_359810231_1937578.m4a,other_frog,train,inaturalist_observation_359810231,source_curated,,,inaturalist,inat_359810231_1937578,https://www.inaturalist.org/observations/359810231,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_359810313_1937580.m4a,other_frog,test,inaturalist_observation_359810313,source_curated,,,inaturalist,inat_359810313_1937580,https://www.inaturalist.org/observations/359810313,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_359810962_1937583.m4a,other_frog,train,inaturalist_observation_359810962,source_curated,,,inaturalist,inat_359810962_1937583,https://www.inaturalist.org/observations/359810962,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_359839854_1938129.m4a,other_frog,validation,inaturalist_observation_359839854,source_curated,,,inaturalist,inat_359839854_1938129,https://www.inaturalist.org/observations/359839854,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_359839854_1938131.m4a,other_frog,validation,inaturalist_observation_359839854,source_curated,,,inaturalist,inat_359839854_1938131,https://www.inaturalist.org/observations/359839854,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_361063061_1947276.mp3,other_frog,train,inaturalist_observation_361063061,source_curated,,,inaturalist,inat_361063061_1947276,https://www.inaturalist.org/observations/361063061,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_361816424_1952899.m4a,other_frog,train,inaturalist_observation_361816424,source_curated,,,inaturalist,inat_361816424_1952899,https://www.inaturalist.org/observations/361816424,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_361816451_1952900.m4a,other_frog,train,inaturalist_observation_361816451,source_curated,,,inaturalist,inat_361816451_1952900,https://www.inaturalist.org/observations/361816451,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_361816763_1952904.m4a,other_frog,train,inaturalist_observation_361816763,source_curated,,,inaturalist,inat_361816763_1952904,https://www.inaturalist.org/observations/361816763,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_362990006_1962198.m4a,other_frog,train,inaturalist_observation_362990006,source_curated,,,inaturalist,inat_362990006_1962198,https://www.inaturalist.org/observations/362990006,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_363015706_1962444.m4a,other_frog,train,inaturalist_observation_363015706,source_curated,,,inaturalist,inat_363015706_1962444,https://www.inaturalist.org/observations/363015706,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_363618827_1967458.m4a,other_frog,train,inaturalist_observation_363618827,source_curated,,,inaturalist,inat_363618827_1967458,https://www.inaturalist.org/observations/363618827,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_363669532_1967761.m4a,other_frog,test,inaturalist_observation_363669532,source_curated,,,inaturalist,inat_363669532_1967761,https://www.inaturalist.org/observations/363669532,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_363973143_1969890.m4a,other_frog,test,inaturalist_observation_363973143,source_curated,,,inaturalist,inat_363973143_1969890,https://www.inaturalist.org/observations/363973143,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_364687390_1975632.m4a,other_frog,train,inaturalist_observation_364687390,source_curated,,,inaturalist,inat_364687390_1975632,https://www.inaturalist.org/observations/364687390,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_364735599_1975889.m4a,other_frog,train,inaturalist_observation_364735599,source_curated,,,inaturalist,inat_364735599_1975889,https://www.inaturalist.org/observations/364735599,CC-BY,true,
..\raw\inaturalist\other_frog\inat_364938763_1977231.m4a,other_frog,train,inaturalist_observation_364938763,source_curated,,,inaturalist,inat_364938763_1977231,https://www.inaturalist.org/observations/364938763,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_365083216_1978340.m4a,other_frog,test,inaturalist_observation_365083216,source_curated,,,inaturalist,inat_365083216_1978340,https://www.inaturalist.org/observations/365083216,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_366293035_1987199.m4a,other_frog,test,inaturalist_observation_366293035,source_curated,,,inaturalist,inat_366293035_1987199,https://www.inaturalist.org/observations/366293035,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_366692157_1990216.m4a,other_frog,test,inaturalist_observation_366692157,source_curated,,,inaturalist,inat_366692157_1990216,https://www.inaturalist.org/observations/366692157,CC0,true,
..\raw\inaturalist\other_frog\inat_367353171_1994787.wav,other_frog,validation,inaturalist_observation_367353171,source_curated,,,inaturalist,inat_367353171_1994787,https://www.inaturalist.org/observations/367353171,CC-BY-NC-SA,false,
..\raw\inaturalist\other_frog\inat_368021126_1999156.m4a,other_frog,train,inaturalist_observation_368021126,source_curated,,,inaturalist,inat_368021126_1999156,https://www.inaturalist.org/observations/368021126,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_368023197_1999161.mp3,other_frog,test,inaturalist_observation_368023197,source_curated,,,inaturalist,inat_368023197_1999161,https://www.inaturalist.org/observations/368023197,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_368355910_2001449.m4a,other_frog,train,inaturalist_observation_368355910,source_curated,,,inaturalist,inat_368355910_2001449,https://www.inaturalist.org/observations/368355910,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_370049226_2012058.mp3,other_frog,test,inaturalist_observation_370049226,source_curated,,,inaturalist,inat_370049226_2012058,https://www.inaturalist.org/observations/370049226,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_370767391_2016478.mp3,other_frog,train,inaturalist_observation_370767391,source_curated,,,inaturalist,inat_370767391_2016478,https://www.inaturalist.org/observations/370767391,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_371897839_2023072.wav,other_frog,train,inaturalist_observation_371897839,source_curated,,,inaturalist,inat_371897839_2023072,https://www.inaturalist.org/observations/371897839,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_373107523_2029875.m4a,other_frog,train,inaturalist_observation_373107523,source_curated,,,inaturalist,inat_373107523_2029875,https://www.inaturalist.org/observations/373107523,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_373244865_2030823.mp3,other_frog,train,inaturalist_observation_373244865,source_curated,,,inaturalist,inat_373244865_2030823,https://www.inaturalist.org/observations/373244865,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_374578565_2038670.m4a,other_frog,train,inaturalist_observation_374578565,source_curated,,,inaturalist,inat_374578565_2038670,https://www.inaturalist.org/observations/374578565,CC-BY-NC,false,
..\raw\inaturalist\other_frog\inat_374578731_2038685.m4a,other_frog,test,inaturalist_observation_374578731,source_curated,,,inaturalist,inat_374578731_2038685,https://www.inaturalist.org/observations/374578731,CC-BY-NC,false,
