attribution_required,attribution_text,birdnet_max_confidence,birdnet_target_detections,category,category_name_zh,clipping_sample_fraction,codec_stderr,collector_note,commercial_compatible,contains_speech,contains_target_species,dataset_key,decode_status,downloaded_at,duration_seconds,freesound_id,human_contains_speech,human_contains_target_species,human_final_class,human_review_notes,human_reviewed_at,human_reviewer,human_valid_intervals,intended_use,item_id,label_source,license,license_code,license_label,local_path,metadata_bird_terms,metadata_speech_terms,name,num_downloads,peak_dbfs,preview_kind,preview_sha256,preview_url,privacy_risk,provisional_class,quality_flag,quality_read_error,query,review_notes,review_priority,review_reasons,review_recommendation,review_status,reviewed_class,rms_dbfs,samplerate,silent_block_fraction,sound_url,source,tags,username,valid_intervals
False,Bus 26 by claravinleb (CC0),0.0,,distant_traffic,远处交通,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,freesound,ok,2026-07-31T09:01:46.970861+00:00,6.07867,838794,,,,,,,,background,freesound_838794,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\distant_traffic\freesound_838794.mp3,,,Bus 26,13,-1.295,hq-mp3,93e7d1bfb220c20e2b22316b9889cb5b9167019536de353ff057cb51cdd2b393,https://cdn.freesound.org/previews/838/838794_18264704-hq.mp3,low,background_candidate,usable_level_candidate,,distant traffic outdoor ambience field-recording -music -loop,,3,routine_spot_check,shortlist_after_human_spot_check,machine_labeled_needs_listening,,-17.857,48000.0,0.0,https://freesound.org/s/838794/,freesound_public_web,bus|transportation|vehicle,claravinleb,
False,"Altenthann – Isolated Bavarian Church Bell at Distance (300 m, Open Window, Post‑Rain Ambience) - 260224_002 by TSP-Talk (CC0)",0.0,,distant_traffic,远处交通,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,freesound,ok,2026-07-31T08:49:52.093358+00:00,25.5075,846302,,,,,,,,background,freesound_846302,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\distant_traffic\freesound_846302.mp3,,,"Altenthann – Isolated Bavarian Church Bell at Distance (300 m, Open Window, Post‑Rain Ambience) - 260224_002",43,-13.815,hq-mp3,71138c0b8378927f9d92a2cd666ca695766be5d96271b67d5d45a9d053f22730,https://cdn.freesound.org/previews/846/846302_14079354-hq.mp3,low,background_candidate,usable_level_candidate,,distant traffic outdoor ambience field-recording -music -loop,,3,routine_spot_check,shortlist_after_human_spot_check,machine_labeled_needs_listening,,-37.305,48000.0,0.050781,https://freesound.org/s/846302/,freesound_public_web,300m|32bit|48khz|altenthann|ambience|bavaria|bell|campanology|church-bell|distance|earthside|environment|germany|harmonic|jecklin-disc|natural|omni|open-window|outdoor|post-rain|quiet|regensburg|religious|residential|resonance|rural|soundscape|village|winter|zoom-f3,TSP-Talk,
False,rain under a umbrella.mp3 by tec_studio (CC0),0.0,,rain_water_park,雨水与公园环境,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,freesound,ok,2026-07-31T09:08:30.669476+00:00,115.737,232204,,,,,,,,background,freesound_232204,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\rain_water_park\freesound_232204.mp3,,,rain under a umbrella.mp3,184,-1.962,hq-mp3,77c12a02f3c77c6f6cb9db1d17c9a0849ef8143c2aaaf5c21cc279b72d7777fe,https://cdn.freesound.org/previews/232/232204_1431924-hq.mp3,low,background_candidate,usable_level_candidate,,rain water park ambience field-recording -music -loop,,3,routine_spot_check,shortlist_after_human_spot_check,machine_labeled_needs_listening,,-26.773,44100.0,0.0,https://freesound.org/s/232204/,freesound_public_web,ambience|ambient|rain|storm|umbrella|water,tec_studio,
False,rain - drops on porch.wav by Anthousai (CC0),0.0,,rain_water_park,雨水与公园环境,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,freesound,ok,2026-07-31T09:13:56.648178+00:00,30.9911,398740,,,,,,,,background,freesound_398740,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\rain_water_park\freesound_398740.mp3,,,rain - drops on porch.wav,3559,-2.652,hq-mp3,4e9c8c288479301d0398f5f2102c637e4c13d2c0c3d6865798a903ca02387295,https://cdn.freesound.org/previews/398/398740_5923045-hq.mp3,low,background_candidate,usable_level_candidate,,rain outdoors field-recording -music -loop -synthetic,,3,routine_spot_check,shortlist_after_human_spot_check,machine_labeled_needs_listening,,-35.02,96000.0,0.006452,https://freesound.org/s/398740/,freesound_public_web,ambiance|ambience|ambient|atmosphere|dripping|droplet|droplets|drops|field-recording|gloomy|gloomy-weather|gray|grey|nature|outdoors|outside|rain|rain-drops|raindrops|raining|rainy|soundscape|water|weather|wet|wood|wooden,Anthousai,
False,Outdoors_Night_RainOnRoofing.wav by MrFossy (CC0),0.0,,rain_water_park,雨水与公园环境,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,freesound,ok,2026-07-31T09:13:32.613011+00:00,90.0,521841,,,,,,,,background,freesound_521841,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\rain_water_park\freesound_521841.mp3,,,Outdoors_Night_RainOnRoofing.wav,136,-12.375,hq-mp3,681b0361e7300d130f47c1b25b0ddc78daf43486603a11aeecaec80feae86aca,https://cdn.freesound.org/previews/521/521841_129727-hq.mp3,low,background_candidate,usable_level_candidate,,rain outdoors field-recording -music -loop -synthetic,,3,routine_spot_check,shortlist_after_human_spot_check,machine_labeled_needs_listening,,-33.231,96000.0,0.0,https://freesound.org/s/521841/,freesound_public_web,ambience|corrugated-roofing|field-recording|night|outdoors|rain|suburban,MrFossy,
False,Water drips in stairwell.wav by jekyll123 (CC0),0.0,,rain_water_park,雨水与公园环境,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,freesound,ok,2026-07-31T09:07:45.354898+00:00,57.5,582921,,,,,,,,background,freesound_582921,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\rain_water_park\freesound_582921.mp3,,,Water drips in stairwell.wav,80,-10.164,hq-mp3,9fde9069263fc311c9ee372ac9efdf865c4203ca8b66fffb00bb98aef7ea8aa1,https://cdn.freesound.org/previews/582/582921_7811542-hq.mp3,low,background_candidate,usable_level_candidate,,rain water park ambience field-recording -music -loop,,3,routine_spot_check,shortlist_after_human_spot_check,machine_labeled_needs_listening,,-41.238,48000.0,0.022609,https://freesound.org/s/582921/,freesound_public_web,ambiance|ambience|ambient|atmo|atmos|atmosphere|background|background-sound|field-recording|rain|rainfall|soundscape|water,jekyll123,
False,Jet in the sky in the rain by Lumamorph (CC0),0.0,,rain_water_park,雨水与公园环境,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,freesound,ok,2026-07-31T09:12:24.064839+00:00,48.7691,636568,,,,,,,,background,freesound_636568,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\rain_water_park\freesound_636568.mp3,,,Jet in the sky in the rain,202,-0.241,hq-mp3,796c898635d5e9df8ef89992e0c93ed2da6453ac078a9acdcf4a69e3dc7bc1ef,https://cdn.freesound.org/previews/636/636568_10150854-hq.mp3,low,background_candidate,usable_level_candidate,,rain outdoors field-recording -music -loop -synthetic,,3,routine_spot_check,shortlist_after_human_spot_check,machine_labeled_needs_listening,,-17.629,88200.0,0.0,https://freesound.org/s/636568/,freesound_public_web,aeroplane|airbus|aircraft|airplane|ambiance|ambience|ambient|atmosphere|background|boeing|cinematic|droplets|drops|engine|environment|field-recording|flight|flying|jet|nature|noise|outdoor|outdoors|passing|plane|rain|sfx|sound|soundscape|stereo,Lumamorph,
True,Hunebed D26 Drouwenerveld.flac by uair01 (CC-BY),0.0,,wind_trees,风与树叶,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,freesound,ok,2026-07-31T08:56:24.648721+00:00,39.1174,243880,,,,,,,,background,freesound_243880,category_title_tags_heuristic,http://creativecommons.org/licenses/by/3.0/,CC-BY,Attribution 3.0,data\raw\freesound\previews\wind_trees\freesound_243880.mp3,,,Hunebed D26 Drouwenerveld.flac,159,-17.186,hq-mp3,799ba9bdea5cf0ab0c3f7dd2f4242dada56f6abbf115c9a99c28ebb53a83239e,https://cdn.freesound.org/previews/243/243880_717853-hq.mp3,low,background_candidate,usable_level_candidate,,wind trees leaves field-recording -music -loop -synthetic,,3,routine_spot_check,shortlist_after_human_spot_check,machine_labeled_needs_listening,,-40.546,44100.0,0.015306,https://freesound.org/s/243880/,freesound_public_web,dolmen|farm|field-recording|leaves|machinery|megalith|nature|rustling|silent|tree|wind,uair01,
True,Hunebed D18 Rolde.flac by uair01 (CC-BY),0.0,,wind_trees,风与树叶,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,freesound,ok,2026-07-31T08:56:47.665666+00:00,39.4249,243882,,,,,,,,background,freesound_243882,category_title_tags_heuristic,http://creativecommons.org/licenses/by/3.0/,CC-BY,Attribution 3.0,data\raw\freesound\previews\wind_trees\freesound_243882.mp3,,,Hunebed D18 Rolde.flac,317,-14.537,hq-mp3,5e6abce47d8c84a94095a15352d0a23bcc800bd683deda32826571e0d9fa9238,https://cdn.freesound.org/previews/243/243882_717853-hq.mp3,low,background_candidate,usable_level_candidate,,wind trees leaves field-recording -music -loop -synthetic,,3,routine_spot_check,shortlist_after_human_spot_check,machine_labeled_needs_listening,,-38.493,44100.0,0.012658,https://freesound.org/s/243882/,freesound_public_web,dolmen|field-recording|leaves|megalith|nature|rustling|silent|tree|wind,uair01,
False,"windy winter day, wind in trees, from distance.wav by lwdickens (CC0)",0.0,,wind_trees,风与树叶,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,freesound,ok,2026-07-31T08:48:46.167382+00:00,83.264,259968,,,,,,,,background,freesound_259968,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\wind_trees\freesound_259968.mp3,,,"windy winter day, wind in trees, from distance.wav",2103,-26.516,hq-mp3,dae9bdd6417c9fba83a5662b8f50bf893442ffb0397dac524a7a783a4bb022df,https://cdn.freesound.org/previews/259/259968_2663250-hq.mp3,low,background_candidate,usable_level_candidate,,wind trees leaves field-recording -music -loop -synthetic,,3,routine_spot_check,shortlist_after_human_spot_check,machine_labeled_needs_listening,,-43.255,48000.0,0.006002,https://freesound.org/s/259968/,freesound_public_web,ambient|field-recording|leaves|residential|trees|wind|winter,lwdickens,
False,Strong Wind Recorded with Soundfield Microphone Manchester 2 by keirofinch (CC0),0.0,,wind_trees,风与树叶,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,freesound,ok,2026-07-31T08:53:56.425808+00:00,19.7888,376534,,,,,,,,background,freesound_376534,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\wind_trees\freesound_376534.mp3,,,Strong Wind Recorded with Soundfield Microphone Manchester 2,1050,-20.094,hq-mp3,2542f7f1fe333b8ab74c65cd59570e77cf75a775cb0bf7e69f4ec21ea7183a95,https://cdn.freesound.org/previews/376/376534_3256739-hq.mp3,low,background_candidate,usable_level_candidate,,wind trees leaves field-recording -music -loop -synthetic,,3,routine_spot_check,shortlist_after_human_spot_check,machine_labeled_needs_listening,,-36.772,48000.0,0.0,https://freesound.org/s/376534/,freesound_public_web,ambisonics|blow|blowing|branches|breeze|calrec|desert|foliage|forceful|gale|gust|howling|leaves|nature-sound|recording|soundfield|storm|stormy|strong|tree|trees|wind|windy,keirofinch,
False,"Glade.Crickets.Trees noise_3(Eq,MSprcssng).wav by newlocknew (CC0)",0.0,,wind_trees,风与树叶,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,freesound,ok,2026-07-31T08:54:24.909123+00:00,60.1094,529779,,,,,,,,background,freesound_529779,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\wind_trees\freesound_529779.mp3,,,"Glade.Crickets.Trees noise_3(Eq,MSprcssng).wav",157,-19.899,hq-mp3,ed490dc695877cc5583bd57079d835b723378d4c9437738dbfa0012e596070e4,https://cdn.freesound.org/previews/529/529779_5828667-hq.mp3,low,background_candidate,usable_level_candidate,,wind trees leaves field-recording -music -loop -synthetic,,3,routine_spot_check,shortlist_after_human_spot_check,machine_labeled_needs_listening,,-40.565,48000.0,0.518272,https://freesound.org/s/529779/,freesound_public_web,ambiance|ambience|atmo|atmos|atmosphere|background|background-sound|clearing|creak|crickets|environment|field-recording|forest|forest-noise|general-noise|glade|leaves|meadow|nature|noise|road|soundscape|trees|trees-noise|wind|woods,newlocknew,
False,windy_120.wav by StephanBrenn (CC0),0.0,,wind_trees,风与树叶,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,freesound,ok,2026-07-31T08:55:07.184059+00:00,110.225,656899,,,,,,,,background,freesound_656899,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\wind_trees\freesound_656899.mp3,,,windy_120.wav,59,-28.652,hq-mp3,73ff62119b2c6e1541cd9f4177433b8bffa448b3fc76d3873bcd756be8ee8225,https://cdn.freesound.org/previews/656/656899_13145737-hq.mp3,low,background_candidate,usable_level_candidate,,wind trees leaves field-recording -music -loop -synthetic,,3,routine_spot_check,shortlist_after_human_spot_check,machine_labeled_needs_listening,,-43.649,48000.0,0.00272,https://freesound.org/s/656899/,freesound_public_web,autumn|field-recording|gust|gusts|gusty|leaves|midnight|nature|stormy|trees|wind|windy,StephanBrenn,
