source,source_id,taxon_id,scientific_name,name_zh,category_id,source_url,media_url,license_code,license_url,commercial_compatible,attribution,quality_grade,observed_on,latitude,longitude,locality,split_hint,split_group,local_path,sha256,review_status,reviewer,valid_intervals,review_notes
inaturalist,inat_227014234_1119922,cryptotympana_atrata,Cryptotympana atrata,黑蚱蝉,insect,https://www.inaturalist.org/observations/227014234,https://static.inaturalist.org/sounds/1119922.m4a?1720056487,CC-BY-NC,cc-by-nc,False,"(c) 哈基人, some rights reserved (CC BY-NC)",research,2024-07-04,31.3710750998,121.43645261,"宝启花园, 上海市, CN",,inaturalist_observation_227014234,data\raw\inaturalist\cryptotympana_atrata\inat_227014234_1119922.m4a,bd8367a42135d7af6f868fdbd01e3389bd456de36fef21993325cbd6dfe18c43,pending,,,
inaturalist,inat_227967833_1125073,cryptotympana_atrata,Cryptotympana atrata,黑蚱蝉,insect,https://www.inaturalist.org/observations/227967833,https://static.inaturalist.org/sounds/1125073.m4a?1720423126,CC-BY-NC,cc-by-nc,False,"(c) Stargazer, some rights reserved (CC BY-NC)",research,2024-07-08,27.0859015812,114.9776443841,"人口文化园, 吉安市, 江西省, CN",,inaturalist_observation_227967833,data\raw\inaturalist\cryptotympana_atrata\inat_227967833_1125073.m4a,3d2c3d5a2e5ad0b058abe083a30127b9989151fa81e4258d8f4595b1071d31bd,pending,,,
inaturalist,inat_233653703_1152174,cryptotympana_atrata,Cryptotympana atrata,黑蚱蝉,insect,https://www.inaturalist.org/observations/233653703,https://static.inaturalist.org/sounds/1152174.m4a?1722752665,CC-BY,cc-by,True,"(c) TEAMVALOR786 Succulents and cacti, The future of nature is in your hands, some rights reserved (CC BY)",research,2024-08-04,31.2240057502,121.4078124055,"Shanghai, Shanghai, CN",,inaturalist_observation_233653703,data\raw\inaturalist\cryptotympana_atrata\inat_233653703_1152174.m4a,f907156331db16287c461a4a145aea502964428cbde0f08e7c9540e6e1ce64ad,pending,,,
inaturalist,inat_233653708_1152175,cryptotympana_atrata,Cryptotympana atrata,黑蚱蝉,insect,https://www.inaturalist.org/observations/233653708,https://static.inaturalist.org/sounds/1152175.m4a?1722752669,CC-BY,cc-by,True,"(c) TEAMVALOR786 Succulents and cacti, The future of nature is in your hands, some rights reserved (CC BY)",research,2024-08-04,31.2230371373,121.4075745789,"Shanghai, Shanghai, CN",,inaturalist_observation_233653708,data\raw\inaturalist\cryptotympana_atrata\inat_233653708_1152175.m4a,a58990958c6578065e1068fecf0ef9fc516370dc26a040d1d3566fbfae101c7e,pending,,,
inaturalist,inat_233662896_1152192,cryptotympana_atrata,Cryptotympana atrata,黑蚱蝉,insect,https://www.inaturalist.org/observations/233662896,https://static.inaturalist.org/sounds/1152192.m4a?1722759095,CC-BY,cc-by,True,"(c) TEAMVALOR786 Succulents and cacti, The future of nature is in your hands, some rights reserved (CC BY)",research,2024-08-04,31.2218199391,121.4107171075,"Lijinyuan, Shanghai, CN",,inaturalist_observation_233662896,data\raw\inaturalist\cryptotympana_atrata\inat_233662896_1152192.m4a,df5d208bb62a4bcd44e961f254b6cc5bb28520874121413e9fd5e6327058c10e,pending,,,
inaturalist,inat_233662917_1152193,cryptotympana_atrata,Cryptotympana atrata,黑蚱蝉,insect,https://www.inaturalist.org/observations/233662917,https://static.inaturalist.org/sounds/1152193.m4a?1722759111,CC-BY,cc-by,True,"(c) TEAMVALOR786 Succulents and cacti, The future of nature is in your hands, some rights reserved (CC BY)",research,2024-08-04,31.221747172,121.4104029044,"Chuangyi Space (River Park), Shanghai, CN",,inaturalist_observation_233662917,data\raw\inaturalist\cryptotympana_atrata\inat_233662917_1152193.m4a,12636283dcb55c998d00a8ecf6ff305ea8fec5c7aa155a9e39af122eb647d537,pending,,,
inaturalist,inat_233675188_1152229,cryptotympana_atrata,Cryptotympana atrata,黑蚱蝉,insect,https://www.inaturalist.org/observations/233675188,https://static.inaturalist.org/sounds/1152229.m4a?1722765871,CC-BY,cc-by,True,"(c) TEAMVALOR786 Succulents and cacti, The future of nature is in your hands, some rights reserved (CC BY)",research,2024-08-04,31.2219918605,121.410212294,"Shanghai, Shanghai, CN",,inaturalist_observation_233675188,data\raw\inaturalist\cryptotympana_atrata\inat_233675188_1152229.m4a,007aca97ec9391eb6f58d1767bde120d1355ef400b2b77520955853fee491b59,pending,,,
inaturalist,inat_234309439_1155158,cryptotympana_atrata,Cryptotympana atrata,黑蚱蝉,insect,https://www.inaturalist.org/observations/234309439,https://static.inaturalist.org/sounds/1155158.m4a?1723028560,CC-BY,cc-by,True,"(c) TEAMVALOR786 Succulents and cacti, The future of nature is in your hands, some rights reserved (CC BY)",research,2024-08-07,31.238545063,121.4775472787,"Beijing East Road, Shanghai, CN",,inaturalist_observation_234309439,data\raw\inaturalist\cryptotympana_atrata\inat_234309439_1155158.m4a,c2cbc6c92bb717369002497a2a0a99b23dc549e6966d216de16dedea4a121f69,pending,,,
inaturalist,inat_234487934_1155882,cryptotympana_atrata,Cryptotympana atrata,黑蚱蝉,insect,https://www.inaturalist.org/observations/234487934,https://static.inaturalist.org/sounds/1155882.m4a?1723110681,CC-BY,cc-by,True,"(c) TEAMVALOR786 Succulents and cacti, The future of nature is in your hands, some rights reserved (CC BY)",research,2024-08-08,30.6341001252,104.1425324232,"Jinmahe Road, Chengdu, Sichuan, CN",,inaturalist_observation_234487934,data\raw\inaturalist\cryptotympana_atrata\inat_234487934_1155882.m4a,52bbe1aef2166da8e685ddf5facbc0a2b8e2109be64040810a3cfbe540a2ae3f,pending,,,
inaturalist,inat_264042988_1324167,cryptotympana_atrata,Cryptotympana atrata,黑蚱蝉,insect,https://www.inaturalist.org/observations/264042988,https://static.inaturalist.org/sounds/1324167.m4a?1741226029,CC-BY-NC,cc-by-nc,False,"(c) Dave Guo, some rights reserved (CC BY-NC)",research,2022-07-13,30.6424199,104.04311,"Wuhou District, Chengdu, Sichuan, China",,inaturalist_observation_264042988,data\raw\inaturalist\cryptotympana_atrata\inat_264042988_1324167.m4a,c1a86423466db14dfc3fb163beae0d75473e5f1268e2c9f922b41a56e3cc2af9,pending,,,
inaturalist,inat_293034995_1543363,cryptotympana_atrata,Cryptotympana atrata,黑蚱蝉,insect,https://www.inaturalist.org/observations/293034995,https://static.inaturalist.org/sounds/1543363.m4a?1750993077,CC-BY,cc-by,True,"(c) Wilhelm Joshua Tan, some rights reserved (CC BY)",research,2025-06-27,31.2291183874,121.4737010747,Shanghai,,inaturalist_observation_293034995,data\raw\inaturalist\cryptotympana_atrata\inat_293034995_1543363.m4a,764d4b008ab11153448871cc19e12fab889e8e12baffb917e0d55f0e2d66c1b1,pending,,,
inaturalist,inat_293599889_1546276,cryptotympana_atrata,Cryptotympana atrata,黑蚱蝉,insect,https://www.inaturalist.org/observations/293599889,https://static.inaturalist.org/sounds/1546276.m4a?1751163271,CC-BY-NC,cc-by-nc,False,"(c) 哈基人, some rights reserved (CC BY-NC)",research,2025-06-29,31.3930866667,121.4860716667,中国 上海市宝山区 新思致公寓,,inaturalist_observation_293599889,data\raw\inaturalist\cryptotympana_atrata\inat_293599889_1546276.m4a,8d5f7be07385ef0eb5a02f7098c256bfe30815413a0b4685bd46cd75f8587b40,pending,,,
inaturalist,inat_293979362_1548105,cryptotympana_atrata,Cryptotympana atrata,黑蚱蝉,insect,https://www.inaturalist.org/observations/293979362,https://static.inaturalist.org/sounds/1548105.m4a?1751266909,CC-BY-NC,cc-by-nc,False,"(c) zerteyua, some rights reserved (CC BY-NC)",research,2025-06-30,29.5497029275,120.8184949123,"西五线, 绍兴市, 浙江省, CN",,inaturalist_observation_293979362,data\raw\inaturalist\cryptotympana_atrata\inat_293979362_1548105.m4a,ab9e66555d4f57d21d85a6701543d58ebad5c7a05e5d1828929e77c5698ba2f2,pending,,,
inaturalist,inat_294201423_1549329,cryptotympana_atrata,Cryptotympana atrata,黑蚱蝉,insect,https://www.inaturalist.org/observations/294201423,https://static.inaturalist.org/sounds/1549329.m4a?1751330967,CC-BY-NC,cc-by-nc,False,"(c) 维生素, some rights reserved (CC BY-NC)",research,2025-07-01,36.1600456236,120.5030670164,"Qingdao, CN-SD, CN",,inaturalist_observation_294201423,data\raw\inaturalist\cryptotympana_atrata\inat_294201423_1549329.m4a,1f1bf66fceaa4b8c2784766950742e55d1e0e0ae2967c9723d92a129baf6fcbc,pending,,,
inaturalist,inat_294415312_1550516,cryptotympana_atrata,Cryptotympana atrata,黑蚱蝉,insect,https://www.inaturalist.org/observations/294415312,https://static.inaturalist.org/sounds/1550516.m4a?1751402551,CC-BY-NC,cc-by-nc,False,"(c) 哈基人, some rights reserved (CC BY-NC)",research,2025-07-02,31.3733733333,121.43166,中国 上海市宝山区 杨行镇杨行,,inaturalist_observation_294415312,data\raw\inaturalist\cryptotympana_atrata\inat_294415312_1550516.m4a,36767bb6c73c750313c98bbced0e805d4b8745aef1f13b8d0f3423976851630b,pending,,,
inaturalist,inat_295646575_1557128,cryptotympana_atrata,Cryptotympana atrata,黑蚱蝉,insect,https://www.inaturalist.org/observations/295646575,https://static.inaturalist.org/sounds/1557128.m4a?1751797986,CC-BY-NC,cc-by-nc,False,"(c) 维生素, some rights reserved (CC BY-NC)",research,2025-07-06,23.551809,116.37139,"Jieyang, CN-GD, CN",,inaturalist_observation_295646575,data\raw\inaturalist\cryptotympana_atrata\inat_295646575_1557128.m4a,bac2af71f2fa963b6d0f26cc171dc23027fe120c4ff672b61a3015da737497ff,pending,,,
inaturalist,inat_296266380_1560332,cryptotympana_atrata,Cryptotympana atrata,黑蚱蝉,insect,https://www.inaturalist.org/observations/296266380,https://static.inaturalist.org/sounds/1560332.m4a?1751987665,CC-BY,cc-by,True,"(c) TonyT, some rights reserved (CC BY)",research,2025-07-04,30.3307047152,120.1690109889,"Hangzhou Wenlan No.2 Elementary School, Hangzhou, Zhejiang, CN",,inaturalist_observation_296266380,data\raw\inaturalist\cryptotympana_atrata\inat_296266380_1560332.m4a,aa389944a4d8a7e34f04866f62bf8f1b1bdfef75e5b01b02fd5babc8d73c6f34,pending,,,
inaturalist,inat_296704238_1564397,cryptotympana_atrata,Cryptotympana atrata,黑蚱蝉,insect,https://www.inaturalist.org/observations/296704238,https://static.inaturalist.org/sounds/1564397.mp3?1752247708,CC-BY-NC,cc-by-nc,False,"(c) Sakern | 永隔一江水, some rights reserved (CC BY-NC)",research,2025-07-10,30.65137,114.30213,"Houhu Avenue No.105 (Houhu Avenue Subway Station Entrance & Exit C2 Pedestrian 140 Meters), Wuhan, Hubei, CN",,inaturalist_observation_296704238,data\raw\inaturalist\cryptotympana_atrata\inat_296704238_1564397.mp3,b13e841abfab5f17d77de45c89b1d4d8c22c4146e2217bb71b48f549dc6695ce,pending,,,
inaturalist,inat_297239231_1565301,cryptotympana_atrata,Cryptotympana atrata,黑蚱蝉,insect,https://www.inaturalist.org/observations/297239231,https://static.inaturalist.org/sounds/1565301.m4a?1752313313,CC-BY-NC,cc-by-nc,False,"(c) Gideon 鋒, some rights reserved (CC BY-NC)",research,2025-07-12,30.4215198792,120.3010459989,中国京杭大运河博物馆,,inaturalist_observation_297239231,data\raw\inaturalist\cryptotympana_atrata\inat_297239231_1565301.m4a,4129ab8343bfab8773dac6178feae0483af9f9d33e8cab619f1fb822c10d6a16,pending,,,
inaturalist,inat_297460327_1566380,cryptotympana_atrata,Cryptotympana atrata,黑蚱蝉,insect,https://www.inaturalist.org/observations/297460327,https://static.inaturalist.org/sounds/1566380.m4a?1752370506,CC-BY-NC,cc-by-nc,False,"(c) 维生素, some rights reserved (CC BY-NC)",research,2025-07-13,23.55496127,116.36968558,"Jieyang, CN-GD, CN",,inaturalist_observation_297460327,data\raw\inaturalist\cryptotympana_atrata\inat_297460327_1566380.m4a,4160756fe2a17c8be705ac45cdd48c0d1726cc07a8e09dcecf3fbe48374d7961,pending,,,
inaturalist,inat_298122186_1569296,cryptotympana_atrata,Cryptotympana atrata,黑蚱蝉,insect,https://www.inaturalist.org/observations/298122186,https://static.inaturalist.org/sounds/1569296.m4a?1752575909,CC0,cc0,True,no rights reserved,research,2025-07-15,29.9759008769,122.1691362276,"Zhoushan, CN-ZJ, CN",,inaturalist_observation_298122186,data\raw\inaturalist\cryptotympana_atrata\inat_298122186_1569296.m4a,8729b6aefc2eb7019010cbc2079dc20f9e997bcba3b05532abe297b1a1851daf,pending,,,
inaturalist,inat_299438587_1575197,cryptotympana_atrata,Cryptotympana atrata,黑蚱蝉,insect,https://www.inaturalist.org/observations/299438587,https://static.inaturalist.org/sounds/1575197.m4a?1752996184,CC-BY-NC,cc-by-nc,False,"(c) zerteyua, some rights reserved (CC BY-NC)",research,2025-07-20,29.5499249363,120.8179300942,"西五线, 绍兴市, 浙江省, CN",,inaturalist_observation_299438587,data\raw\inaturalist\cryptotympana_atrata\inat_299438587_1575197.m4a,1ea06e80dc6083f63bc3002215a7968893f467039bd17edaeb5240e84b5726b1,pending,,,
inaturalist,inat_299438587_1575198,cryptotympana_atrata,Cryptotympana atrata,黑蚱蝉,insect,https://www.inaturalist.org/observations/299438587,https://static.inaturalist.org/sounds/1575198.m4a?1752996186,CC-BY-NC,cc-by-nc,False,"(c) zerteyua, some rights reserved (CC BY-NC)",research,2025-07-20,29.5499249363,120.8179300942,"西五线, 绍兴市, 浙江省, CN",,inaturalist_observation_299438587,data\raw\inaturalist\cryptotympana_atrata\inat_299438587_1575198.m4a,69616e3dc549b304a680a43779e240d2d2a2da96b5a0a2615197401b82b15b50,pending,,,
inaturalist,inat_299781975_1576615,cryptotympana_atrata,Cryptotympana atrata,黑蚱蝉,insect,https://www.inaturalist.org/observations/299781975,https://static.inaturalist.org/sounds/1576615.m4a?1753088659,CC-BY-NC,cc-by-nc,False,"(c) 哈基人, some rights reserved (CC BY-NC)",research,2025-07-21,31.3930083333,121.4859033333,中国 上海市宝山区 新思致公寓,,inaturalist_observation_299781975,data\raw\inaturalist\cryptotympana_atrata\inat_299781975_1576615.m4a,e552950a51c652202a9757832f7246ac5467d8326bc207827d7b1dfacc9e1746,pending,,,
inaturalist,inat_301197600_1582376,cryptotympana_atrata,Cryptotympana atrata,黑蚱蝉,insect,https://www.inaturalist.org/observations/301197600,https://static.inaturalist.org/sounds/1582376.m4a?1753536988,CC-BY-NC,cc-by-nc,False,"(c) 哈基人, some rights reserved (CC BY-NC)",research,2025-07-26,31.4473571087,121.4381582395,"Shanghai, Shanghai, CN",,inaturalist_observation_301197600,data\raw\inaturalist\cryptotympana_atrata\inat_301197600_1582376.m4a,3fce17a7d69487fc76581e8619c54a26c18169d3829d7b404cb23833276ea785,pending,,,
inaturalist,inat_302789000_1589079,cryptotympana_atrata,Cryptotympana atrata,黑蚱蝉,insect,https://www.inaturalist.org/observations/302789000,https://static.inaturalist.org/sounds/1589079.m4a?1754022581,CC-BY-NC,cc-by-nc,False,"(c) Amaël Borzée, some rights reserved (CC BY-NC)",research,2025-08-01,32.06824788,118.90497857,"Nanjing, CN-JS, CN",,inaturalist_observation_302789000,data\raw\inaturalist\cryptotympana_atrata\inat_302789000_1589079.m4a,16c1216d0425f6f23e730a5693f616d7dd1d1720380c3db98f6921e4f869b1ac,pending,,,
inaturalist,inat_303360341_1591683,cryptotympana_atrata,Cryptotympana atrata,黑蚱蝉,insect,https://www.inaturalist.org/observations/303360341,https://static.inaturalist.org/sounds/1591683.m4a?1754210125,CC-BY-NC,cc-by-nc,False,"(c) Amaël Borzée, some rights reserved (CC BY-NC)",research,2025-08-03,32.06862226,118.90448675,"Nanjing, CN-JS, CN",,inaturalist_observation_303360341,data\raw\inaturalist\cryptotympana_atrata\inat_303360341_1591683.m4a,6d996ad495ced580eddcabf6db288739a6181a45a527b9673872ebdaad68791f,pending,,,
inaturalist,inat_304445501_1596320,cryptotympana_atrata,Cryptotympana atrata,黑蚱蝉,insect,https://www.inaturalist.org/observations/304445501,https://static.inaturalist.org/sounds/1596320.m4a?1754565928,CC-BY-NC,cc-by-nc,False,"(c) 哈基人, some rights reserved (CC BY-NC)",research,2025-08-07,31.566917173,121.5903849986,"Shanghai, Shanghai, CN",,inaturalist_observation_304445501,data\raw\inaturalist\cryptotympana_atrata\inat_304445501_1596320.m4a,bf4139c0313069e01836b1fff5545e72c42270732ab80f9dbb26d4e3913c2c75,pending,,,
inaturalist,inat_308757922_1614597,cryptotympana_atrata,Cryptotympana atrata,黑蚱蝉,insect,https://www.inaturalist.org/observations/308757922,https://static.inaturalist.org/sounds/1614597.m4a?1756054294,CC-BY-NC,cc-by-nc,False,"(c) MP Zhou, some rights reserved (CC BY-NC)",research,2025-08-08,32.220475,110.7442055556,"Shiyan, CN-HU, CN",,inaturalist_observation_308757922,data\raw\inaturalist\cryptotympana_atrata\inat_308757922_1614597.m4a,03437e1b1ff45277ba1ef7aad54efe6383737c7efca7caea4729b6b8a285bcee,pending,,,
inaturalist,inat_373822324_2034025,cryptotympana_atrata,Cryptotympana atrata,黑蚱蝉,insect,https://www.inaturalist.org/observations/373822324,https://static.inaturalist.org/sounds/2034025.wav?1782018312,CC-BY-NC,cc-by-nc,False,"(c) 蝉之风韵, some rights reserved (CC BY-NC)",research,2026-06-21,32.01965,118.902345,"Nanjing, CN-JS, CN",,inaturalist_observation_373822324,data\raw\inaturalist\cryptotympana_atrata\inat_373822324_2034025.wav,5a7a751783d42787708ec8d8aeb0d59bc72b56c40f061677d395d0ca8e234306,pending,,,
inaturalist,inat_376082090_2046617,cryptotympana_atrata,Cryptotympana atrata,黑蚱蝉,insect,https://www.inaturalist.org/observations/376082090,https://static.inaturalist.org/sounds/2046617.m4a?1782622293,CC-BY-NC,cc-by-nc,False,"(c) 虹, some rights reserved (CC BY-NC)",research,2026-06-28,30.7900680496,120.7408492328,"时代·阳光小区东区, 嘉兴市, 浙江省, CN",,inaturalist_observation_376082090,data\raw\inaturalist\cryptotympana_atrata\inat_376082090_2046617.m4a,5a3d838d37362a245e256d90a98bb741dbb366118702923988900038be9c0b70,pending,,,
inaturalist,inat_382216635_2075662,cryptotympana_atrata,Cryptotympana atrata,黑蚱蝉,insect,https://www.inaturalist.org/observations/382216635,https://static.inaturalist.org/sounds/2075662.mp3?1784277725,CC-BY-NC,cc-by-nc,False,"(c) yyawc, some rights reserved (CC BY-NC)",research,2026-07-17,30.570445,104.05333,四川省成都市武侯区石羊场,,inaturalist_observation_382216635,data\raw\inaturalist\cryptotympana_atrata\inat_382216635_2075662.mp3,f22c540449dc55b5fe2d865cab7d8db1c6767bc1533aacf8201b64ee1f07d483,pending,,,
inaturalist,inat_55757290_128469,cryptotympana_atrata,Cryptotympana atrata,黑蚱蝉,insect,https://www.inaturalist.org/observations/55757290,https://static.inaturalist.org/sounds/128469.m4a?1596851751,CC-BY-NC,cc-by-nc,False,"(c) 非常豹, some rights reserved (CC BY-NC)",research,2020-08-07,34.59897,113.852294,中国河南省郑州市中牟县,,inaturalist_observation_55757290,data\raw\inaturalist\cryptotympana_atrata\inat_55757290_128469.m4a,40961d7483c19be8ae17ba18c46cdaacd78772887278efbb0e6fcf3593c77c0b,pending,,,
inaturalist,inat_89177332_284352,cryptotympana_atrata,Cryptotympana atrata,黑蚱蝉,insect,https://www.inaturalist.org/observations/89177332,https://static.inaturalist.org/sounds/284352.m4a?1627646550,CC-BY,cc-by,True,"(c) Yi CHEN, some rights reserved (CC BY)",research,2021-07-30,39.8086713591,116.5005143949,"亦庄, 北京市, CN",,inaturalist_observation_89177332,data\raw\inaturalist\cryptotympana_atrata\inat_89177332_284352.m4a,57a89a49783b51041843f243b81ab7bc506e1b882f151002919ddaa74b15d758,pending,,,
inaturalist,inat_125013574_492420,polypedates_braueri,Polypedates braueri,布氏泛树蛙,frog,https://www.inaturalist.org/observations/125013574,https://static.inaturalist.org/sounds/492420.wav?1657111534,CC-BY-NC-SA,cc-by-nc-sa,False,"(c) Nat Panda, some rights reserved (CC BY-NC-SA)",research,2022-06-14,26.4234217295,106.3695259008,"平坝花园, Pingba District, Anshun, Guizhou, China",,inaturalist_observation_125013574,data\raw\inaturalist\polypedates_braueri\inat_125013574_492420.wav,dcd4fef671c4d7f78d598e310153d2aae4afe1fcbb9b1e20398f89ead6743194,pending,,,
inaturalist,inat_213458540_1017112,polypedates_braueri,Polypedates braueri,布氏泛树蛙,frog,https://www.inaturalist.org/observations/213458540,https://static.inaturalist.org/sounds/1017112.wav?1714843339,CC-BY-NC,cc-by-nc,False,"(c) Amaël Borzée, some rights reserved (CC BY-NC)",research,2024-05-05,31.4033964466,115.8096471056,"Lu'an, CN-AH, CN",,inaturalist_observation_213458540,data\raw\inaturalist\polypedates_braueri\inat_213458540_1017112.wav,902401a9c048ba3fc7427feee989baaeba98b15d5ac7dea9fe04ff79b0f7cb69,pending,,,
inaturalist,inat_218363181_1060994,polypedates_braueri,Polypedates braueri,布氏泛树蛙,frog,https://www.inaturalist.org/observations/218363181,https://static.inaturalist.org/sounds/1060994.m4a?1716729717,CC-BY-NC,cc-by-nc,False,"(c) Amaël Borzée, some rights reserved (CC BY-NC)",research,2024-05-26,31.062851,111.27011213,"Yichang, CN-HU, CN",,inaturalist_observation_218363181,data\raw\inaturalist\polypedates_braueri\inat_218363181_1060994.m4a,e51b4831354ce9f29cf996430d32c03fc354240cb87108c92a8b97b64832ffd7,pending,,,
inaturalist,inat_230270023_1136772,polypedates_braueri,Polypedates braueri,布氏泛树蛙,frog,https://www.inaturalist.org/observations/230270023,https://static.inaturalist.org/sounds/1136772.m4a?1721388192,CC-BY-NC,cc-by-nc,False,"(c) Dallin Kohler, some rights reserved (CC BY-NC)",research,2024-07-19,29.8369878327,121.861987992,中国宁波市 邮政编码: 315809,,inaturalist_observation_230270023,data\raw\inaturalist\polypedates_braueri\inat_230270023_1136772.m4a,d0e4e292f89c0198b40034a560b481d69cc5e64b6743ba2596152a26187ab42f,pending,,,
