attribution_required,attribution_text,birdnet_max_confidence,birdnet_target_detections,category,category_name_zh,clipping_sample_fraction,collector_note,commercial_compatible,contains_speech,contains_target_species,downloaded_at,duration_seconds,freesound_id,human_contains_speech,human_contains_target_species,human_final_class,human_review_notes,human_reviewed_at,human_reviewer,human_valid_intervals,intended_use,label_source,license,license_code,license_label,local_path,metadata_bird_terms,metadata_speech_terms,name,num_downloads,peak_dbfs,preview_kind,preview_sha256,preview_url,privacy_risk,provisional_class,quality_flag,quality_read_error,query,review_notes,review_status,reviewed_class,rms_dbfs,samplerate,silent_block_fraction,sound_url,source,tags,username,valid_intervals
True,outdoor ambience by daenerys (CC-BY),0.0,,distant_traffic,远处交通,0.0,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,2026-07-31T08:59:56.583534+00:00,45.3888,260726,,,,,,,,background,category_title_tags_heuristic,https://creativecommons.org/licenses/by/4.0/,CC-BY,Attribution 4.0,data\raw\freesound\previews\distant_traffic\freesound_260726.mp3,birds,,outdoor ambience,3285,-18.285,hq-mp3,3c1fb7eb6782397d3758aaa353298e05c8dcc492d06b6acba706a4bb811f0eb1,https://cdn.freesound.org/previews/260/260726_1571715-hq.mp3,low,background_candidate,very_quiet_review,,distant traffic outdoor ambience field-recording -music -loop,,machine_labeled_needs_listening,,-46.997,44100.0,0.004405,https://freesound.org/s/260726/,freesound_public_web,ambience|birds|city|construction|field-recording|nature|outdoors|traffic,daenerys,
True,Binaural London Fields.aif by Toybox (CC-BY),0.0,,non_target_soundscape,非目标动物与混合声景,0.0,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,2026-07-31T09:15:00.786930+00:00,90.9995,262691,,,,,,,,unknown_or_mixed_review,category_title_tags_heuristic,https://creativecommons.org/licenses/by/4.0/,CC-BY,Attribution 4.0,data\raw\freesound\previews\non_target_soundscape\freesound_262691.mp3,birds,,Binaural London Fields.aif,603,-15.95,hq-mp3,1b345230d31485a0a76d3fa5b1d81f26b3f39d0286e1e9b435bc503d17e02ff5,https://cdn.freesound.org/previews/262/262691_2190378-hq.mp3,low,mixed_or_unknown_candidate,usable_level_candidate,,urban park birds ambience field-recording -music -synthetic,,machine_labeled_needs_listening,,-35.106,44100.0,0.001099,https://freesound.org/s/262691/,freesound_public_web,Ambience|Atmosphere|Binaural|Birds|City|Construction|Field|Field-Recording|Light-Traffic|London|Park|Space|Urban,Toybox,
True,Sefton Park by LiquidGravitySound (CC-BY),0.0,,non_target_soundscape,非目标动物与混合声景,0.0,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,2026-07-31T09:18:17.432430+00:00,70.2328,459121,,,,,,,,unknown_or_mixed_review,category_title_tags_heuristic,http://creativecommons.org/licenses/by/3.0/,CC-BY,Attribution 3.0,data\raw\freesound\previews\non_target_soundscape\freesound_459121.mp3,birds,,Sefton Park,129,-3.247,hq-mp3,3a59ec644ce6905c64aab56fe1fa0158a83eb6a496d122ea947aad3681269feb,https://cdn.freesound.org/previews/459/459121_5738084-hq.mp3,low,mixed_or_unknown_candidate,usable_level_candidate,,urban park birds ambience field-recording -music -synthetic,,machine_labeled_needs_listening,,-25.457,48000.0,0.058321,https://freesound.org/s/459121/,freesound_public_web,Sefton|ambience|ambient|birds|city|distant|field-recording|park|traffic|urban,LiquidGravitySound,
False,morning-birds-urban-city-ambience-field-recording.wav by cynthia_1968 (CC0),0.058444,乌鸫:0.058444@48.0-51.0,non_target_soundscape,非目标动物与混合声景,0.0,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,2026-07-31T08:52:00.215141+00:00,59.625,578150,,,,,,,,unknown_or_mixed_review,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\non_target_soundscape\freesound_578150.mp3,birds,,morning-birds-urban-city-ambience-field-recording.wav,113,-0.267,hq-mp3,902fa6c0fdf1c13f2b281df3d7f0c6a6d763f5e7e4eda99fef1079d04f814be0,https://cdn.freesound.org/previews/578/578150_1486586-hq.mp3,low,mixed_or_unknown_candidate,usable_level_candidate,,urban park birds ambience field-recording -music -synthetic,,machine_labeled_needs_listening,,-32.779,48000.0,0.070352,https://freesound.org/s/578150/,freesound_public_web,ambiance|ambience|ambient|atmosphere|birds|city|field-recording|morning|park|urban,cynthia_1968,
True,calm suburban morning 811 AM NL EU 230514_0606 by klankbeeld (CC-BY),0.0,,non_target_soundscape,非目标动物与混合声景,0.0,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,2026-07-31T09:20:07.564656+00:00,108.067,745236,,,,,,,,unknown_or_mixed_review,category_title_tags_heuristic,https://creativecommons.org/licenses/by/4.0/,CC-BY,Attribution 4.0,data\raw\freesound\previews\non_target_soundscape\freesound_745236.mp3,birds,,calm suburban morning 811 AM NL EU 230514_0606,121,-24.49,hq-mp3,1d6e9b7794ed45cd7540699660be81cd40fe3327af5688ea4ea3f39c5789aa70,https://cdn.freesound.org/previews/745/745236_1648170-hq.mp3,low,mixed_or_unknown_candidate,usable_level_candidate,,urban park birds ambience field-recording -music -synthetic,,machine_labeled_needs_listening,,-41.067,48000.0,0.0,https://freesound.org/s/745236/,freesound_public_web,May|ambience|ambient|atmosphere|atmospheric|background-sound|birds|calm|city|early|echo|echoing|field-recording|general-noise|morning|park|spring|suburb|suburban|town|traffic|urban|white-noise,klankbeeld,
False,Gentle Ambient Rooftop Crows by SecureSubset (CC0),0.0,,non_target_soundscape,非目标动物与混合声景,0.0,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,2026-07-31T09:18:46.819806+00:00,64.6497,840818,,,,,,,,unknown_or_mixed_review,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\non_target_soundscape\freesound_840818.mp3,birds|crow|crows,,Gentle Ambient Rooftop Crows,86,-19.91,hq-mp3,1738017dee9a5952a8db14a9c943af1dfa34d3310ea0ec0fffdb945e835ee39c,https://cdn.freesound.org/previews/840/840818_16752880-hq.mp3,low,mixed_or_unknown_candidate,usable_level_candidate,,urban park birds ambience field-recording -music -synthetic,,machine_labeled_needs_listening,,-42.002,96000.0,0.02473,https://freesound.org/s/840818/,freesound_public_web,Ambience|Birds|Cars|City|Crow|Day|Field-recording|Nature|Park|Peaceful|Road|Urban,SecureSubset,
True,man dog carillon city-park Zuiderpark s-Hertogenbosch Netherlands 0853 am 250729_1184 by klankbeeld (CC-BY),0.0,,non_target_soundscape,非目标动物与混合声景,0.0,Public HTML fallback; metadata must be rechecked before publication.,True,possible,no_strong_birdnet_evidence,2026-07-31T09:15:24.173238+00:00,39.0,850102,,,,,,,,unknown_or_mixed_review,category_title_tags_heuristic,https://creativecommons.org/licenses/by/4.0/,CC-BY,Attribution 4.0,data\raw\freesound\previews\non_target_soundscape\freesound_850102.mp3,birds,man|people|voice,man dog carillon city-park Zuiderpark s-Hertogenbosch Netherlands 0853 am 250729_1184,25,-3.906,hq-mp3,220ddd5416e129f9c5ef1f7102c959ed5f69da0c78f9da61baf63aa9dae298ee,https://cdn.freesound.org/previews/850/850102_1648170-hq.mp3,medium,mixed_or_unknown_candidate,usable_level_candidate,,urban park birds ambience field-recording -music -synthetic,,machine_labeled_needs_listening,,-23.214,48000.0,0.0,https://freesound.org/s/850102/,freesound_public_web,Holland|Netherlands|ambiance|ambience|ambient|background-sound|birds|carillon|city|city-park|dog|field-recording|garden|general-noise|park|people|suburb|suburban|traffic|village|voice|white-noise,klankbeeld,
True,church-bell city-park Zuiderpark s-Hertogenbosch Netherlands 0854 am 250729_1184 by klankbeeld (CC-BY),0.0,,non_target_soundscape,非目标动物与混合声景,0.0,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,2026-07-31T09:16:47.490776+00:00,79.0,850131,,,,,,,,unknown_or_mixed_review,category_title_tags_heuristic,https://creativecommons.org/licenses/by/4.0/,CC-BY,Attribution 4.0,data\raw\freesound\previews\non_target_soundscape\freesound_850131.mp3,birds,,church-bell city-park Zuiderpark s-Hertogenbosch Netherlands 0854 am 250729_1184,41,-11.416,hq-mp3,0fcf83e779c42ab95eda4dd8841372e9b7b0155d3e2ec93cc798bca6bf527654,https://cdn.freesound.org/previews/850/850131_1648170-hq.mp3,low,mixed_or_unknown_candidate,usable_level_candidate,,urban park birds ambience field-recording -music -synthetic,,machine_labeled_needs_listening,,-26.165,48000.0,0.0,https://freesound.org/s/850131/,freesound_public_web,Holland|Netherlands|ambiance|ambience|ambient|background-sound|birds|church-bell|city|city-park|field-recording|garden|general-noise|park|suburb|suburban|traffic|village|white-noise,klankbeeld,
True,church-bell city-park Zuiderpark s-Hertogenbosch Netherlands 0901 am 250729_1184 by klankbeeld (CC-BY),0.0,,non_target_soundscape,非目标动物与混合声景,0.0,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,2026-07-31T09:16:12.000583+00:00,120.0,850139,,,,,,,,unknown_or_mixed_review,category_title_tags_heuristic,https://creativecommons.org/licenses/by/4.0/,CC-BY,Attribution 4.0,data\raw\freesound\previews\non_target_soundscape\freesound_850139.mp3,birds,,church-bell city-park Zuiderpark s-Hertogenbosch Netherlands 0901 am 250729_1184,133,-9.624,hq-mp3,0f4b7f4a8de399d6bd3944e925c7ba6eacc5c89c44a0bd057a1a1fa995d3c2e0,https://cdn.freesound.org/previews/850/850139_1648170-hq.mp3,low,mixed_or_unknown_candidate,usable_level_candidate,,urban park birds ambience field-recording -music -synthetic,,machine_labeled_needs_listening,,-27.872,48000.0,0.0,https://freesound.org/s/850139/,freesound_public_web,Holland|Netherlands|ambiance|ambience|ambient|background-sound|birds|church-bell|city|city-park|field-recording|garden|general-noise|park|suburb|suburban|traffic|village|white-noise,klankbeeld,
True,summerday city-park Zuiderpark s-Hertogenbosch Netherlands 0928 am 250729_1184 by klankbeeld (CC-BY),0.0,,non_target_soundscape,非目标动物与混合声景,0.0,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,2026-07-31T09:17:45.683028+00:00,16.0,860702,,,,,,,,unknown_or_mixed_review,category_title_tags_heuristic,https://creativecommons.org/licenses/by/4.0/,CC-BY,Attribution 4.0,data\raw\freesound\previews\non_target_soundscape\freesound_860702.mp3,birds,,summerday city-park Zuiderpark s-Hertogenbosch Netherlands 0928 am 250729_1184,24,-8.592,hq-mp3,8070eace6dc4b8c1c9b4f509141a0132c35750e13037f1c01e013fc620f49692,https://cdn.freesound.org/previews/860/860702_1648170-hq.mp3,low,mixed_or_unknown_candidate,usable_level_candidate,,urban park birds ambience field-recording -music -synthetic,,machine_labeled_needs_listening,,-23.643,48000.0,0.0,https://freesound.org/s/860702/,freesound_public_web,Holland|Netherlands|ambiance|ambience|ambient|background-sound|birds|city|city-park|field-recording|garden|general-noise|suburb|suburban|traffic|village|white-noise,klankbeeld,
False,MUDDY AND WET FOOTSTEPS.wav by Alex_hears_things (CC0),0.057802,黑水鸡:0.057802@18.0-21.0,people_footsteps,游客与脚步,0.0,Public HTML fallback; metadata must be rechecked before publication.,True,possible,no_strong_birdnet_evidence,2026-07-31T09:06:26.725772+00:00,46.1172,376809,,,,,,,,background_privacy_review,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\people_footsteps\freesound_376809.mp3,,,MUDDY AND WET FOOTSTEPS.wav,5494,-15.836,hq-mp3,5ac20ef5051c76800d3ee8cf3b2c7335a9486e515b848f5aab97c2f48abb4fe3,https://cdn.freesound.org/previews/376/376809_2309965-hq.mp3,medium,background_privacy_review,usable_level_candidate,,footsteps outdoor field-recording -music -synthetic,,machine_labeled_needs_listening,,-44.664,96000.0,0.099567,https://freesound.org/s/376809/,freesound_public_web,feet|field-recording|foot|footstep|footsteps|grass|hike|hiking|human|mud|nature|outdoor|person|pond|rain|river|shoes|soaked|splodge|squelch|step|steps|storm|swamp|walk|walking|water|wet,Alex_hears_things,
False,Outdoor Footsteps.mp3 by Yin_Yang_Jake007 (CC0),0.0,,people_footsteps,游客与脚步,0.0,Public HTML fallback; metadata must be rechecked before publication.,True,possible,no_strong_birdnet_evidence,2026-07-31T09:06:57.384245+00:00,7.60376,415204,,,,,,,,background_privacy_review,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\people_footsteps\freesound_415204.mp3,,,Outdoor Footsteps.mp3,103,-0.425,hq-mp3,7c69baa40d5d7fe1b493eda2b1f225e0dbf82f3bd51afc9f4209af6b9e97ef7f,https://cdn.freesound.org/previews/415/415204_7919598-hq.mp3,medium,background_privacy_review,usable_level_candidate,,footsteps outdoor field-recording -music -synthetic,,machine_labeled_needs_listening,,-29.83,22050.0,0.077922,https://freesound.org/s/415204/,freesound_public_web,Crunching|Feet|Field-Recording|Footsteps|Gravel|Outdoors|Outside|Path|Shoes|Walking,Yin_Yang_Jake007,
False,Footsteps_Snow_09.wav by MarcMatthewsMusic (CC0),0.0,,people_footsteps,游客与脚步,0.0,Public HTML fallback; metadata must be rechecked before publication.,True,possible,no_strong_birdnet_evidence,2026-07-31T09:06:44.669065+00:00,23.52,420555,,,,,,,,background_privacy_review,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\people_footsteps\freesound_420555.mp3,,,Footsteps_Snow_09.wav,472,-25.791,hq-mp3,9152bfd8f92a0817250d892ebcc379174d3c80845c805c54dd731f70481f24c4,https://cdn.freesound.org/previews/420/420555_2481779-hq.mp3,medium,background_privacy_review,very_quiet_review,,footsteps outdoor field-recording -music -synthetic,,machine_labeled_needs_listening,,-55.801,48000.0,0.974576,https://freesound.org/s/420555/,freesound_public_web,feet|field-recording|footsteps|outdoor|snow|walk|walking,MarcMatthewsMusic,
False,walking on dry leaves.wav by troycavas (CC0),0.0,,people_footsteps,游客与脚步,0.0,Public HTML fallback; metadata must be rechecked before publication.,True,possible,no_strong_birdnet_evidence,2026-07-31T09:05:52.799620+00:00,31.0668,423377,,,,,,,,background_privacy_review,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\people_footsteps\freesound_423377.mp3,,,walking on dry leaves.wav,808,-1.608,hq-mp3,75d57be02d55e8dcfba69b7dd97ef46a6fe51cc5a748bc8dcd11e568c8a69fd6,https://cdn.freesound.org/previews/423/423377_477218-hq.mp3,medium,background_privacy_review,usable_level_candidate,,footsteps outdoor field-recording -music -synthetic,,machine_labeled_needs_listening,,-34.771,48000.0,0.228296,https://freesound.org/s/423377/,freesound_public_web,dry|footsteps|leaves|walking,troycavas,
False,radio program footsteps by solarpsychedelic (CC0),0.0,,people_footsteps,游客与脚步,0.0,Public HTML fallback; metadata must be rechecked before publication.,True,possible,no_strong_birdnet_evidence,2026-07-31T09:06:06.157435+00:00,12.6634,745820,,,,,,,,background_privacy_review,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\people_footsteps\freesound_745820.mp3,,radio,radio program footsteps,48,-1.512,hq-mp3,190a407b8f71237040233a6088d8da9b3824cf484fe7366e7992dc305732c391,https://cdn.freesound.org/previews/745/745820_8645255-hq.mp3,medium,background_privacy_review,usable_level_candidate,,footsteps outdoor field-recording -music -synthetic,,machine_labeled_needs_listening,,-26.635,48000.0,0.0,https://freesound.org/s/745820/,freesound_public_web,effects|feet|field-recording|floor|footsteps|fx|outdoor|shoes|sidewalk|sound|steps|walk|walking,solarpsychedelic,
